"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"P001807","P001807_7874471","3","7874471","Chemba District","-17.16474","34.88777","ADM2","second-order administrative division","6295630|6255146|MZ|05|7874471","Earth|Africa|Mozambique|Sofala Province|Chemba District","1","1"
"P001807","P001807_7874473","3","7874473","Maringué District","-17.96355","34.39219","ADM2","second-order administrative division","6295630|6255146|MZ|05|7874473","Earth|Africa|Mozambique|Sofala Province|Maringué District","1","1"
"P001807","P001807_7670756","3","7670756","Matutiune District","-26.43418","32.5882","ADM2","second-order administrative division","6295630|6255146|MZ|04|7670756","Earth|Africa|Mozambique|Maputo|Matutiune District","1","1"
"P001807","P001807_7873988","3","7873988","Nicodala District","-17.603","36.814","ADM2","second-order administrative division","6295630|6255146|MZ|09|7873988","Earth|Africa|Mozambique|Província de Zambézia|Nicodala District","1","1"
"P004397","P004397_8657190","3","8657190","Ijivitari","-9.33333","148.58333","ADM2","second-order administrative division","6295630|6255151|PG|04|8657190","Earth|Oceania|Papua New Guinea|Northern Province|Ijivitari","1","1"
"P040578","P040578_9165798","3","9165798","Kabupaten Halmahera Utara","1.73194","128.00778","ADM2","second-order administrative division","6295630|6255147|ID|29|9165798","Earth|Asia|Indonesia|Provinsi Maluku Utara|Kabupaten Halmahera Utara","1","1"
"P040578","P040578_1640342","3","1640342","Kota Kendari","-4.0206","122.5138","ADM2","second-order administrative division","6295630|6255147|ID|22|1640342","Earth|Asia|Indonesia|Sulawesi Tenggara|Kota Kendari","1","1"
"P040578","P040578_1636555","3","1636555","Kabupaten Mamuju","-2.2005","119.3861","ADM2","second-order administrative division","6295630|6255147|ID|41|1636555","Earth|Asia|Indonesia|Provinsi Sulawesi Barat|Kabupaten Mamuju","1","1"
"P040578","P040578_1639849","3","1639849","Kabupaten Klungkung","-8.73197","115.53921","ADM2","second-order administrative division","6295630|6255147|ID|02|1639849","Earth|Asia|Indonesia|Bali|Kabupaten Klungkung","1","1"
"P040578","P040578_6965895","3","6965895","Kabupaten Luwu","-2.5577","121.3242","ADM2","second-order administrative division","6295630|6255147|ID|38|6965895","Earth|Asia|Indonesia|South Sulawesi|Kabupaten Luwu","1","1"
"P044613","P044613_7869945","3","7869945","North Western Tigray","14.02038","38.1639","ADM2","second-order administrative division","6295630|6255146|ET|53|7869945","Earth|Africa|Ethiopia|Tigray|North Western Tigray","1","1"
"P049719","P049719_9192641","3","9192641","Chon-Alayskiy Rayon","39.47614","72.33018","ADM2","second-order administrative division","6295630|6255147|KG|08|9192641","Earth|Asia|Kyrgyzstan|Osh Oblasty|Chon-Alayskiy Rayon","1","1"
"P049719","P049719_8357767","3","8357767","Ysyk-Köl","42.70959","77.18344","ADM2","second-order administrative division","6295630|6255147|KG|07|8357767","Earth|Asia|Kyrgyzstan|Issyk-Kul’skaya Oblast’|Ysyk-Köl","1","1"
"P049719","P049719_10237012","3","10237012","Jeti-Oguz District","42.3396","78.0017","ADM2","second-order administrative division","6295630|6255147|KG|07|10237012","Earth|Asia|Kyrgyzstan|Issyk-Kul’skaya Oblast’|Jeti-Oguz District","1","1"
"P049719","P049719_10237161","3","10237161","Naryn District","41.43333","76.0","ADM2","second-order administrative division","6295630|6255147|KG|04|10237161","Earth|Asia|Kyrgyzstan|Naryn oblast|Naryn District","1","1"
"P049924","P049924_9155063","3","9155063","Cumanda","-2.2","-79.13333","ADM2","second-order administrative division","6295630|6255150|EC|06|9155063","Earth|South America|Ecuador|Provincia del Chimborazo|Cumanda","1","1"
"P050657","P050657_9072830","3","9072830","Dehradun","30.33","78.06","ADM2","second-order administrative division","6295630|6255147|IN|39|9072830","Earth|Asia|India|Uttarakhand|Dehradun","1","1"
"P050657","P050657_1271977","3","1271977","Faizābād","26.75","82.0","ADM2","second-order administrative division","6295630|6255147|IN|36|1271977","Earth|Asia|India|Uttar Pradesh|Faizābād","1","1"
"P050657","P050657_1270371","3","1270371","Hardoi district","27.41667","80.25","ADM2","second-order administrative division","6295630|6255147|IN|36|1270371","Earth|Asia|India|Uttar Pradesh|Hardoi district","1","1"
"P053578","P053578_1477494","3","1477494","Pirojpur","22.53671","90.00033","ADM2","second-order administrative division","6295630|6255147|BD|85|1477494","Earth|Asia|Bangladesh|Barisal Division|Pirojpur","1","1"
"P056200","P056200_6619048","3","6619048","Arvayheer","46.25893","102.77538","ADM2","second-order administrative division","6295630|6255147|MN|15|6619048","Earth|Asia|Mongolia|Övörhangay|Arvayheer","1","1"
"P056200","P056200_6619070","3","6619070","Bayan-Ovoo","46.28077","100.44868","ADM2","second-order administrative division","6295630|6255147|MN|02|6619070","Earth|Asia|Mongolia|Bayanhongor Aymag|Bayan-Ovoo","1","1"
"P056200","P056200_6619069","3","6619069","Bömbögör","46.20502","99.59879","ADM2","second-order administrative division","6295630|6255147|MN|02|6619069","Earth|Asia|Mongolia|Bayanhongor Aymag|Bömbögör","1","1"
"P056200","P056200_6619068","3","6619068","Buutsagaan","46.16152","98.69173","ADM2","second-order administrative division","6295630|6255147|MN|02|6619068","Earth|Asia|Mongolia|Bayanhongor Aymag|Buutsagaan","1","1"
"P056200","P056200_6619121","3","6619121","Darvi","46.92987","93.61931","ADM2","second-order administrative division","6295630|6255147|MN|12|6619121","Earth|Asia|Mongolia|Hovd|Darvi","1","1"
"P056200","P056200_6619088","3","6619088","Darvi","46.43951","94.11438","ADM2","second-order administrative division","6295630|6255147|MN|10|6619088","Earth|Asia|Mongolia|Govĭ-Altay Aymag|Darvi","1","1"
"P056200","P056200_6619086","3","6619086","Delger","46.34314","97.36668","ADM2","second-order administrative division","6295630|6255147|MN|10|6619086","Earth|Asia|Mongolia|Govĭ-Altay Aymag|Delger","1","1"
"P056200","P056200_6619118","3","6619118","Dzereg Sum","47.10612","92.84357","ADM2","second-order administrative division","6295630|6255147|MN|12|6619118","Earth|Asia|Mongolia|Hovd|Dzereg Sum","1","1"
"P056200","P056200_6619046","3","6619046","Dzüünbayan-Ulaan","46.51919","102.59441","ADM2","second-order administrative division","6295630|6255147|MN|15|6619046","Earth|Asia|Mongolia|Övörhangay|Dzüünbayan-Ulaan","1","1"
"P056200","P056200_6618829","3","6618829","Erdenesant","47.32021","104.50058","ADM2","second-order administrative division","6295630|6255147|MN|18|6618829","Earth|Asia|Mongolia|Central Aymag|Erdenesant","1","1"
"P056200","P056200_6619042","3","6619042","Harhorin","47.19251","102.82396","ADM2","second-order administrative division","6295630|6255147|MN|15|6619042","Earth|Asia|Mongolia|Övörhangay|Harhorin","1","1"
"P056200","P056200_6619049","3","6619049","Hayrhandulaan","45.94065","102.04994","ADM2","second-order administrative division","6295630|6255147|MN|15|6619049","Earth|Asia|Mongolia|Övörhangay|Hayrhandulaan","1","1"
"P056200","P056200_6619032","3","6619032","Hotont","47.35976","102.46845","ADM2","second-order administrative division","6295630|6255147|MN|01|6619032","Earth|Asia|Mongolia|Arhangay Aymag|Hotont","1","1"
"P056200","P056200_6619024","3","6619024","Ihtamir","47.48972","100.87955","ADM2","second-order administrative division","6295630|6255147|MN|01|6619024","Earth|Asia|Mongolia|Arhangay Aymag|Ihtamir","1","1"
"P056200","P056200_6619238","3","6619238","Ih-Uul","48.71435","98.79378","ADM2","second-order administrative division","6295630|6255147|MN|09|6619238","Earth|Asia|Mongolia|Dzavhan Aymag|Ih-Uul","1","1"
"P056200","P056200_6618830","3","6618830","Lün","47.8627","105.25005","ADM2","second-order administrative division","6295630|6255147|MN|18|6618830","Earth|Asia|Mongolia|Central Aymag|Lün","1","1"
"P056200","P056200_6619050","3","6619050","Nariynteel","45.9595","101.45977","ADM2","second-order administrative division","6295630|6255147|MN|15|6619050","Earth|Asia|Mongolia|Övörhangay|Nariynteel","1","1"
"P056200","P056200_6619059","3","6619059","Öldziyt","46.64413","103.31646","ADM2","second-order administrative division","6295630|6255147|MN|15|6619059","Earth|Asia|Mongolia|Övörhangay|Öldziyt","1","1"
"P056200","P056200_6618828","3","6618828","Öndörshireet","47.30345","105.23117","ADM2","second-order administrative division","6295630|6255147|MN|18|6618828","Earth|Asia|Mongolia|Central|Öndörshireet","1","1"
"P056200","P056200_6619025","3","6619025","Öndör-Ulaan","48.03953","100.50877","ADM2","second-order administrative division","6295630|6255147|MN|01|6619025","Earth|Asia|Mongolia|Arhangay Aymag|Öndör-Ulaan","1","1"
"P056200","P056200_6619087","3","6619087","Sharga Sum","46.24231","95.26691","ADM2","second-order administrative division","6295630|6255147|MN|10|6619087","Earth|Asia|Mongolia|Govĭ-Altay Aymag|Sharga Sum","1","1"
"P056200","P056200_6619047","3","6619047","Taragt","46.29915","102.44579","ADM2","second-order administrative division","6295630|6255147|MN|15|6619047","Earth|Asia|Mongolia|Övörhangay|Taragt","1","1"
"P056200","P056200_6619236","3","6619236","Tosontsengel","48.74951","98.27356","ADM2","second-order administrative division","6295630|6255147|MN|09|6619236","Earth|Asia|Mongolia|Dzavhan Aymag|Tosontsengel","1","1"
"P056200","P056200_6619030","3","6619030","Tsenher","47.44498","101.75486","ADM2","second-order administrative division","6295630|6255147|MN|01|6619030","Earth|Asia|Mongolia|Arhangay Aymag|Tsenher","1","1"
"P056200","P056200_6619092","3","6619092","Yösönbulag","46.36399","96.25877","ADM2","second-order administrative division","6295630|6255147|MN|10|6619092","Earth|Asia|Mongolia|Govĭ-Altay Aymag|Yösönbulag","1","1"
"P057296","P057296_214140","3","214140","Kasai","-5.35","21.41667","ADM2","second-order administrative division","6295630|6255146|CD|03|214140","Earth|Africa|DR Congo|Province du Kasaï-Occidental|Kasai","1","1"
"P067103","P067103_156512","3","156512","Micheweni District","-4.97135","39.77614","ADM2","second-order administrative division","6295630|6255146|TZ|13|156512","Earth|Africa|Tanzania|Pemba North|Micheweni District","1","1"
"P067103","P067103_148841","3","148841","Wete Area","-5.09125","39.76193","ADM2","second-order administrative division","6295630|6255146|TZ|13|148841","Earth|Africa|Tanzania|Pemba North|Wete Area","1","1"
"P067606","P067606_1270371","3","1270371","Hardoi district","27.41667","80.25","ADM2","second-order administrative division","6295630|6255147|IN|36|1270371","Earth|Asia|India|Uttar Pradesh|Hardoi district","1","1"
"P067606","P067606_7626227","3","7626227","Shrawasti","27.50746","82.0047","ADM2","second-order administrative division","6295630|6255147|IN|36|7626227","Earth|Asia|India|Uttar Pradesh|Shrawasti","1","1"
"P069055","P069055_8714387","3","8714387","Faizobod District","38.55","69.3167","ADM2","second-order administrative division","6295630|6255147|TJ|RR|8714387","Earth|Asia|Tajikistan|Republican Subordination|Faizobod District","1","1"
"P071244","P071244_1258074","3","1258074","Rohtās","25.0","83.75","ADM2","second-order administrative division","6295630|6255147|IN|34|1258074","Earth|Asia|India|Bihar|Rohtās","1","1"
"P072123","P072123_1271535","3","1271535","Garhwāl","29.96366","78.92853","ADM2","second-order administrative division","6295630|6255147|IN|39|1271535","Earth|Asia|India|Uttarakhand|Garhwāl","1","1"
"P072123","P072123_7909823","3","7909823","Thiruvananthapuram","8.60399","76.98574","ADM2","second-order administrative division","6295630|6255147|IN|13|7909823","Earth|Asia|India|Kerala|Thiruvananthapuram","1","1"
"P074018","P074018_1257922","3","1257922","Sabar Kāntha","23.5","73.25","ADM2","second-order administrative division","6295630|6255147|IN|09|1257922","Earth|Asia|India|Gujarat|Sabar Kāntha","1","1"
"P074966","P074966_1337175","3","1337175","Gazipur","25.25","89.5","ADM2","second-order administrative division","6295630|6255147|BD|81|1337175","Earth|Asia|Bangladesh|Dhaka Division|Gazipur","1","1"
"P074966","P074966_1337176","3","1337176","Kishoregonj","24.41667","90.95","ADM2","second-order administrative division","6295630|6255147|BD|81|1337176","Earth|Asia|Bangladesh|Dhaka Division|Kishoregonj","1","1"
"P074966","P074966_1337167","3","1337167","Natore","24.35","89.08333","ADM2","second-order administrative division","6295630|6255147|BD|83|1337167","Earth|Asia|Bangladesh|Rājshāhi Division|Natore","1","1"
"P077175","P077175_1641133","3","1641133","Kabupaten Karawang","-6.26583","107.3725","ADM2","second-order administrative division","6295630|6255147|ID|30|1641133","Earth|Asia|Indonesia|West Java|Kabupaten Karawang","1","1"
"P078113","P078113_1904819","3","1904819","Muang Viangthong","20.34746","103.40344","ADM2","second-order administrative division","6295630|6255147|LA|03|1904819","Earth|Asia|Laos|Houaphan|Muang Viangthong","1","1"
"P078113","P078113_1904818","3","1904818","Muang Viangxai","20.36113","104.38887","ADM2","second-order administrative division","6295630|6255147|LA|03|1904818","Earth|Asia|Laos|Houaphan|Muang Viangxai","1","1"
"P078991","P078991_8693133","3","8693133","Municipio de Rosita","13.88333","-84.4","ADM2","second-order administrative division","6295630|6255149|NI|17|8693133","Earth|North America|Nicaragua|North Atlantic Autonomous Region (RAAN)|Municipio de Rosita","1","1"
"P079156","P079156_1644743","3","1644743","East Flores Regency","-8.24224","122.96817","ADM2","second-order administrative division","6295630|6255147|ID|18|1644743","Earth|Asia|Indonesia|East Nusa Tenggara|East Flores Regency","1","1"
"P079156","P079156_6405140","3","6405140","Kabupaten Wonosobo","-7.36139","109.92667","ADM2","second-order administrative division","6295630|6255147|ID|07|6405140","Earth|Asia|Indonesia|Central Java|Kabupaten Wonosobo","1","1"
"P079156","P079156_6581948","3","6581948","Kabupaten Subang","-6.50833","107.7025","ADM2","second-order administrative division","6295630|6255147|ID|30|6581948","Earth|Asia|Indonesia|West Java|Kabupaten Subang","1","1"
"P079156","P079156_9165798","3","9165798","Kabupaten Halmahera Utara","1.73194","128.00778","ADM2","second-order administrative division","6295630|6255147|ID|29|9165798","Earth|Asia|Indonesia|Provinsi Maluku Utara|Kabupaten Halmahera Utara","1","1"
"P079156","P079156_6739766","3","6739766","Kabupaten Demak","-6.8993","110.6122","ADM2","second-order administrative division","6295630|6255147|ID|07|6739766","Earth|Asia|Indonesia|Central Java|Kabupaten Demak","1","1"
"P079156","P079156_7910930","3","7910930","Kabupaten Kulon Progo","-7.645","110.02694","ADM2","second-order administrative division","6295630|6255147|ID|10|7910930","Earth|Asia|Indonesia|Daerah Istimewa Yogyakarta|Kabupaten Kulon Progo","1","1"
"P079156","P079156_1647571","3","1647571","Buol Regency","0.75","120.75","ADM2","second-order administrative division","6295630|6255147|ID|21|1647571","Earth|Asia|Indonesia|Central Sulawesi|Buol Regency","1","1"
"P079156","P079156_1642655","3","1642655","Kabupaten Jayapura","-2.848","139.3749","ADM2","second-order administrative division","6295630|6255147|ID|36|1642655","Earth|Asia|Indonesia|Provinsi Papua|Kabupaten Jayapura","1","1"
"P079156","P079156_6965895","3","6965895","Kabupaten Luwu","-2.5577","121.3242","ADM2","second-order administrative division","6295630|6255147|ID|38|6965895","Earth|Asia|Indonesia|South Sulawesi|Kabupaten Luwu","1","1"
"P079708","P079708_7874380","3","7874380","Tirunelveli Kattabo","8.7927","77.57409","ADM2","second-order administrative division","6295630|6255147|IN|25|7874380","Earth|Asia|India|Tamil Nadu|Tirunelveli Kattabo","1","1"
"P082822","P082822_8632394","3","8632394","Yenipazar İlçesi","37.83325","28.18442","ADM2","second-order administrative division","6295630|6255147|TR|09|8632394","Earth|Asia|Turkey|Aydın|Yenipazar İlçesi","1","1"
"P083742","P083742_9845496","3","9845496","West Tanjung Jabung Regency","-1.1544","103.24402","ADM2","second-order administrative division","6295630|6255147|ID|05|9845496","Earth|Asia|Indonesia|Provinsi Jambi|West Tanjung Jabung Regency","1","1"
"P083742","P083742_6581948","3","6581948","Kabupaten Subang","-6.50833","107.7025","ADM2","second-order administrative division","6295630|6255147|ID|30|6581948","Earth|Asia|Indonesia|West Java|Kabupaten Subang","1","1"
"P083742","P083742_7910349","3","7910349","Kabupaten Bungo","-1.50222","101.96","ADM2","second-order administrative division","6295630|6255147|ID|05|7910349","Earth|Asia|Indonesia|Provinsi Jambi|Kabupaten Bungo","1","1"
"P083742","P083742_7910930","3","7910930","Kabupaten Kulon Progo","-7.645","110.02694","ADM2","second-order administrative division","6295630|6255147|ID|10|7910930","Earth|Asia|Indonesia|Daerah Istimewa Yogyakarta|Kabupaten Kulon Progo","1","1"
"P083742","P083742_1641133","3","1641133","Kabupaten Karawang","-6.26583","107.3725","ADM2","second-order administrative division","6295630|6255147|ID|30|1641133","Earth|Asia|Indonesia|West Java|Kabupaten Karawang","1","1"
"P084871","P084871_1904858","3","1904858","Châu Thành District","10.386","106.27311","ADM2","second-order administrative division","6295630|6255147|VN|37|1904858","Earth|Asia|Vietnam|Tỉnh Tiền Giang|Châu Thành District","1","1"
"P085376","P085376_1786656","3","1786656","Yinchuan Shi","38.46667","106.31667","ADM2","second-order administrative division","6295630|6255147|CN|21|1786656","Earth|Asia|China|Ningxia Huizu Zizhiqu|Yinchuan Shi","1","1"
"P088153","P088153_10231161","3","10231161","Juan Martín de Pueyrredón","-33.27544","-66.32017","ADM2","second-order administrative division","6295630|6255150|AR|19|10231161","Earth|South America|Argentina|Provincia de San Luis|Juan Martín de Pueyrredón","1","1"
"P088520","P088520_7874380","3","7874380","Tirunelveli Kattabo","8.7927","77.57409","ADM2","second-order administrative division","6295630|6255147|IN|25|7874380","Earth|Asia|India|Tamil Nadu|Tirunelveli Kattabo","1","1"
"P089479","P089479_9845496","3","9845496","West Tanjung Jabung Regency","-1.1544","103.24402","ADM2","second-order administrative division","6295630|6255147|ID|05|9845496","Earth|Asia|Indonesia|Provinsi Jambi|West Tanjung Jabung Regency","1","1"
"P089479","P089479_7910930","3","7910930","Kabupaten Kulon Progo","-7.645","110.02694","ADM2","second-order administrative division","6295630|6255147|ID|10|7910930","Earth|Asia|Indonesia|Daerah Istimewa Yogyakarta|Kabupaten Kulon Progo","1","1"
"P089566","P089566_8714387","3","8714387","Faizobod District","38.55","69.3167","ADM2","second-order administrative division","6295630|6255147|TJ|RR|8714387","Earth|Asia|Tajikistan|Republican Subordination|Faizobod District","1","1"
"P090768","P090768_7874380","3","7874380","Tirunelveli Kattabo","8.7927","77.57409","ADM2","second-order administrative division","6295630|6255147|IN|25|7874380","Earth|Asia|India|Tamil Nadu|Tirunelveli Kattabo","1","1"
"P090991","P090991_8521769","3","8521769","Kabupaten Muara Enim","-4.2327","103.6141","ADM2","second-order administrative division","6295630|6255147|ID|32|8521769","Earth|Asia|Indonesia|South Sumatra|Kabupaten Muara Enim","1","1"
"P092019","P092019_6619356","3","6619356","Kabupaten Fakfak","-2.92641","132.29608","ADM2","second-order administrative division","6295630|6255147|ID|39|6619356","Earth|Asia|Indonesia|West Papua|Kabupaten Fakfak","1","1"
"P092019","P092019_6266177","3","6266177","Kabupaten Sragen","-7.41278","110.935","ADM2","second-order administrative division","6295630|6255147|ID|07|6266177","Earth|Asia|Indonesia|Central Java|Kabupaten Sragen","1","1"
"P092019","P092019_7910349","3","7910349","Kabupaten Bungo","-1.50222","101.96","ADM2","second-order administrative division","6295630|6255147|ID|05|7910349","Earth|Asia|Indonesia|Provinsi Jambi|Kabupaten Bungo","1","1"
"P092019","P092019_8740095","3","8740095","Kabupaten Kepulauan Anambas","3.0","106.0","ADM2","second-order administrative division","6295630|6255147|ID|40|8740095","Earth|Asia|Indonesia|Riau Islands|Kabupaten Kepulauan Anambas","1","1"
"P092019","P092019_1647571","3","1647571","Buol Regency","0.75","120.75","ADM2","second-order administrative division","6295630|6255147|ID|21|1647571","Earth|Asia|Indonesia|Central Sulawesi|Buol Regency","1","1"
"P092019","P092019_1639849","3","1639849","Kabupaten Klungkung","-8.73197","115.53921","ADM2","second-order administrative division","6295630|6255147|ID|02|1639849","Earth|Asia|Indonesia|Bali|Kabupaten Klungkung","1","1"
"P092019","P092019_1628775","3","1628775","Kabupaten Kepulauan Sangihe","3.4274","125.5813","ADM2","second-order administrative division","6295630|6255147|ID|31|1628775","Earth|Asia|Indonesia|North Sulawesi|Kabupaten Kepulauan Sangihe","1","1"
"P092019","P092019_6965895","3","6965895","Kabupaten Luwu","-2.5577","121.3242","ADM2","second-order administrative division","6295630|6255147|ID|38|6965895","Earth|Asia|Indonesia|South Sulawesi|Kabupaten Luwu","1","1"
"P092019","P092019_9166059","3","9166059","Kabupaten Lampung Barat","-5.14904","104.19309","ADM2","second-order administrative division","6295630|6255147|ID|15|9166059","Earth|Asia|Indonesia|Provinsi Lampung|Kabupaten Lampung Barat","1","1"
"P092537","P092537_214140","3","214140","Kasai","-5.35","21.41667","ADM2","second-order administrative division","6295630|6255146|CD|03|214140","Earth|Africa|DR Congo|Province du Kasaï-Occidental|Kasai","1","1"
"P094360","P094360_9747953","3","9747953","Dakshin Bastar Dantewada","18.49996","81.37964","ADM2","second-order administrative division","6295630|6255147|IN|37|9747953","Earth|Asia|India|State of Chhattīsgarh|Dakshin Bastar Dantewada","1","1"
"P094360","P094360_8335144","3","8335144","North 24 Parganas","22.71","88.7108","ADM2","second-order administrative division","6295630|6255147|IN|28|8335144","Earth|Asia|India|West Bengal|North 24 Parganas","1","1"
"P094360","P094360_8335142","3","8335142","Uttar Dinajpur district","25.614","88.126","ADM2","second-order administrative division","6295630|6255147|IN|28|8335142","Earth|Asia|India|West Bengal|Uttar Dinajpur district","1","1"
"P094513","P094513_7874380","3","7874380","Tirunelveli Kattabo","8.7927","77.57409","ADM2","second-order administrative division","6295630|6255147|IN|25|7874380","Earth|Asia|India|Tamil Nadu|Tirunelveli Kattabo","1","1"
"P095485","P095485_8715332","3","8715332","Partido de Malvinas Argentinas","-34.50771","-58.6956","ADM2","second-order administrative division","6295630|6255150|AR|01|8715332","Earth|South America|Argentina|Buenos Aires|Partido de Malvinas Argentinas","1","1"
"P096305","P096305_214140","3","214140","Kasai","-5.35","21.41667","ADM2","second-order administrative division","6295630|6255146|CD|03|214140","Earth|Africa|DR Congo|Province du Kasaï-Occidental|Kasai","1","1"
"P096409","P096409_8537999","3","8537999","Ak-Suu","42.19937","78.99135","ADM2","second-order administrative division","6295630|6255147|KG|07|8537999","Earth|Asia|Kyrgyzstan|Issyk-Kul’skaya Oblast’|Ak-Suu","1","1"
"P096409","P096409_9165680","3","9165680","Bazar-Korgon","41.02806","72.74361","ADM2","second-order administrative division","6295630|6255147|KG|03|9165680","Earth|Asia|Kyrgyzstan|Jalal-Abad oblast|Bazar-Korgon","1","1"
"P096409","P096409_8357767","3","8357767","Ysyk-Köl","42.70959","77.18344","ADM2","second-order administrative division","6295630|6255147|KG|07|8357767","Earth|Asia|Kyrgyzstan|Issyk-Kul’skaya Oblast’|Ysyk-Köl","1","1"
"P096409","P096409_10237012","3","10237012","Jeti-Oguz District","42.3396","78.0017","ADM2","second-order administrative division","6295630|6255147|KG|07|10237012","Earth|Asia|Kyrgyzstan|Issyk-Kul’skaya Oblast’|Jeti-Oguz District","1","1"
"P096409","P096409_1527920","3","1527920","Kara-Buurinskiy Rayon","42.5","71.41667","ADM2","second-order administrative division","6295630|6255147|KG|06|1527920","Earth|Asia|Kyrgyzstan|Talas|Kara-Buurinskiy Rayon","1","1"
"P096409","P096409_7910405","3","7910405","Nookat","40.07","72.68","ADM2","second-order administrative division","6295630|6255147|KG|08|7910405","Earth|Asia|Kyrgyzstan|Osh Oblasty|Nookat","1","1"
"P096409","P096409_9165683","3","9165683","Nooken","41.062","72.6321","ADM2","second-order administrative division","6295630|6255147|KG|03|9165683","Earth|Asia|Kyrgyzstan|Jalal-Abad oblast|Nooken","1","1"
"P096409","P096409_7910407","3","7910407","Suzak","41.08","73.28","ADM2","second-order administrative division","6295630|6255147|KG|03|7910407","Earth|Asia|Kyrgyzstan|Jalal-Abad oblast|Suzak","1","1"
"P096409","P096409_10237161","3","10237161","Naryn District","41.43333","76.0","ADM2","second-order administrative division","6295630|6255147|KG|04|10237161","Earth|Asia|Kyrgyzstan|Naryn oblast|Naryn District","1","1"
"P096439","P096439_6619147","3","6619147","Altantsögts","49.04811","90.46177","ADM2","second-order administrative division","6295630|6255147|MN|03|6619147","Earth|Asia|Mongolia|Bayan-Ölgiy Aymag|Altantsögts","1","1"
"P102330","P102330_1272129","3","1272129","East District","27.33333","88.66667","ADM2","second-order administrative division","6295630|6255147|IN|29|1272129","Earth|Asia|India|Sikkim|East District","1","1"
"P102330","P102330_1255681","3","1255681","South District","27.33333","88.41667","ADM2","second-order administrative division","6295630|6255147|IN|29|1255681","Earth|Asia|India|Sikkim|South District","1","1"
"P102330","P102330_1252877","3","1252877","West District","27.33333","88.25","ADM2","second-order administrative division","6295630|6255147|IN|29|1252877","Earth|Asia|India|Sikkim|West District","1","1"
"P104984","P104984_8715332","3","8715332","Partido de Malvinas Argentinas","-34.50771","-58.6956","ADM2","second-order administrative division","6295630|6255150|AR|01|8715332","Earth|South America|Argentina|Buenos Aires|Partido de Malvinas Argentinas","1","1"
"P105288","P105288_8715332","3","8715332","Partido de Malvinas Argentinas","-34.50771","-58.6956","ADM2","second-order administrative division","6295630|6255150|AR|01|8715332","Earth|South America|Argentina|Buenos Aires|Partido de Malvinas Argentinas","1","1"
"P105311","P105311_8335041","3","8335041","South 24 Paraganas","22.53","88.33","ADM2","second-order administrative division","6295630|6255147|IN|28|8335041","Earth|Asia|India|West Bengal|South 24 Paraganas","1","1"
"P105990","P105990_8335142","3","8335142","Uttar Dinajpur district","25.614","88.126","ADM2","second-order administrative division","6295630|6255147|IN|28|8335142","Earth|Asia|India|West Bengal|Uttar Dinajpur district","1","1"
"P108178","P108178_1528261","3","1528261","Ysyk-Ata","42.72665","75.07444","ADM2","second-order administrative division","6295630|6255147|KG|02|1528261","Earth|Asia|Kyrgyzstan|Chuyskaya Oblast’|Ysyk-Ata","1","1"
"P114338","P114338_1270371","3","1270371","Hardoi district","27.41667","80.25","ADM2","second-order administrative division","6295630|6255147|IN|36|1270371","Earth|Asia|India|Uttar Pradesh|Hardoi district","1","1"
"P117323","P117323_7910349","3","7910349","Kabupaten Bungo","-1.50222","101.96","ADM2","second-order administrative division","6295630|6255147|ID|05|7910349","Earth|Asia|Indonesia|Provinsi Jambi|Kabupaten Bungo","1","1"
"P118375","P118375_630046","3","630046","Babruyski Rayon","53.08333","29.16667","ADM2","second-order administrative division","6295630|6255148|BY|06|630046","Earth|Europe|Belarus|Mogilev|Babruyski Rayon","1","1"
"P124514","P124514_1337175","3","1337175","Gazipur","25.25","89.5","ADM2","second-order administrative division","6295630|6255147|BD|81|1337175","Earth|Asia|Bangladesh|Dhaka Division|Gazipur","1","1"
"P124514","P124514_1337176","3","1337176","Kishoregonj","24.41667","90.95","ADM2","second-order administrative division","6295630|6255147|BD|81|1337176","Earth|Asia|Bangladesh|Dhaka Division|Kishoregonj","1","1"
"P124514","P124514_1337167","3","1337167","Natore","24.35","89.08333","ADM2","second-order administrative division","6295630|6255147|BD|83|1337167","Earth|Asia|Bangladesh|Rājshāhi Division|Natore","1","1"
"P124514","P124514_1477494","3","1477494","Pirojpur","22.53671","90.00033","ADM2","second-order administrative division","6295630|6255147|BD|85|1477494","Earth|Asia|Bangladesh|Barisal Division|Pirojpur","1","1"
"P124639","P124639_9072830","3","9072830","Dehradun","30.33","78.06","ADM2","second-order administrative division","6295630|6255147|IN|39|9072830","Earth|Asia|India|Uttarakhand|Dehradun","1","1"
"P124639","P124639_1271535","3","1271535","Garhwāl","29.96366","78.92853","ADM2","second-order administrative division","6295630|6255147|IN|39|1271535","Earth|Asia|India|Uttarakhand|Garhwāl","1","1"
"P125740","P125740_156512","3","156512","Micheweni District","-4.97135","39.77614","ADM2","second-order administrative division","6295630|6255146|TZ|13|156512","Earth|Africa|Tanzania|Pemba North|Micheweni District","1","1"
"P125740","P125740_148841","3","148841","Wete Area","-5.09125","39.76193","ADM2","second-order administrative division","6295630|6255146|TZ|13|148841","Earth|Africa|Tanzania|Pemba North|Wete Area","1","1"
