"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"P123828","P123828_1337202","3","1337202","Cox's Bazar","21.58389","92.01528","ADM2","second-order administrative division","6295630|6255147|BD|84|1337202","Earth|Asia|Bangladesh|Chittagong|Cox's Bazar","1","1"
"P123828","P123828_1337178","3","1337178","Dhaka","23.81093","90.36542","ADM2","second-order administrative division","6295630|6255147|BD|81|1337178","Earth|Asia|Bangladesh|Dhaka Division|Dhaka","1","1"
"P123828","P123828_1337197","3","1337197","Feni","22.96667","91.31667","ADM2","second-order administrative division","6295630|6255147|BD|84|1337197","Earth|Asia|Bangladesh|Chittagong|Feni","1","1"
"P123828","P123828_1337175","3","1337175","Gazipur","25.25","89.5","ADM2","second-order administrative division","6295630|6255147|BD|81|1337175","Earth|Asia|Bangladesh|Dhaka Division|Gazipur","1","1"
"P123828","P123828_1337191","3","1337191","Habiganj","24.43333","91.41667","ADM2","second-order administrative division","6295630|6255147|BD|86|1337191","Earth|Asia|Bangladesh|Sylhet Division|Habiganj","1","1"
"P123828","P123828_1337172","3","1337172","Jamalpur","25.0","89.83333","ADM2","second-order administrative division","6295630|6255147|BD|81|1337172","Earth|Asia|Bangladesh|Dhaka Division|Jamalpur","1","1"
"P123828","P123828_1337176","3","1337176","Kishoregonj","24.41667","90.95","ADM2","second-order administrative division","6295630|6255147|BD|81|1337176","Earth|Asia|Bangladesh|Dhaka Division|Kishoregonj","1","1"
"P123828","P123828_1337195","3","1337195","Lakshmipur","22.91667","90.83333","ADM2","second-order administrative division","6295630|6255147|BD|84|1337195","Earth|Asia|Bangladesh|Chittagong|Lakshmipur","1","1"
"P123828","P123828_1337391","3","1337391","Manikganj","23.86667","89.95","ADM2","second-order administrative division","6295630|6255147|BD|81|1337391","Earth|Asia|Bangladesh|Dhaka Division|Manikganj","1","1"
"P123828","P123828_1337190","3","1337190","Maulvibazar District","24.5","91.83333","ADM2","second-order administrative division","6295630|6255147|BD|86|1337190","Earth|Asia|Bangladesh|Sylhet Division|Maulvibazar District","1","1"
"P123828","P123828_1337183","3","1337183","Munshiganj","23.55","90.36667","ADM2","second-order administrative division","6295630|6255147|BD|81|1337183","Earth|Asia|Bangladesh|Dhaka Division|Munshiganj","1","1"
"P123828","P123828_1337173","3","1337173","Mymensingh","24.75","90.4","ADM2","second-order administrative division","6295630|6255147|BD|81|1337173","Earth|Asia|Bangladesh|Dhaka Division|Mymensingh","1","1"
"P123828","P123828_1337182","3","1337182","Narayanganj","23.75","90.58333","ADM2","second-order administrative division","6295630|6255147|BD|81|1337182","Earth|Asia|Bangladesh|Dhaka Division|Narayanganj","1","1"
"P123828","P123828_1337177","3","1337177","Narsingdi","24.0","90.83333","ADM2","second-order administrative division","6295630|6255147|BD|81|1337177","Earth|Asia|Bangladesh|Dhaka Division|Narsingdi","1","1"
"P123828","P123828_1337171","3","1337171","Netrakona","24.86667","90.86667","ADM2","second-order administrative division","6295630|6255147|BD|81|1337171","Earth|Asia|Bangladesh|Dhaka Division|Netrakona","1","1"
"P123828","P123828_1337196","3","1337196","Noakhali","22.75","91.16667","ADM2","second-order administrative division","6295630|6255147|BD|84|1337196","Earth|Asia|Bangladesh|Chittagong|Noakhali","1","1"
"P123828","P123828_1337169","3","1337169","Pabna","24.00633","89.33533","ADM2","second-order administrative division","6295630|6255147|BD|83|1337169","Earth|Asia|Bangladesh|Rājshāhi Division|Pabna","1","1"
"P123828","P123828_1337170","3","1337170","Sherpur","25.08333","90.08333","ADM2","second-order administrative division","6295630|6255147|BD|81|1337170","Earth|Asia|Bangladesh|Dhaka Division|Sherpur","1","1"
"P123828","P123828_1337168","3","1337168","Sirajganj","24.33333","89.61667","ADM2","second-order administrative division","6295630|6255147|BD|83|1337168","Earth|Asia|Bangladesh|Rājshāhi Division|Sirajganj","1","1"
"P123828","P123828_1337188","3","1337188","Sunamganj","24.86667","91.41667","ADM2","second-order administrative division","6295630|6255147|BD|86|1337188","Earth|Asia|Bangladesh|Sylhet Division|Sunamganj","1","1"
"P123828","P123828_1337189","3","1337189","Sylhet","24.91667","91.76667","ADM2","second-order administrative division","6295630|6255147|BD|86|1337189","Earth|Asia|Bangladesh|Sylhet Division|Sylhet","1","1"
"P123828","P123828_1337174","3","1337174","Tangail","24.33853","89.98667","ADM2","second-order administrative division","6295630|6255147|BD|81|1337174","Earth|Asia|Bangladesh|Dhaka Division|Tangail","1","1"
"P113971","P113971_9534953","3","9534953","Antsiranana I","-12.31049","49.2778","ADM2","second-order administrative division","6295630|6255146|MG|7670842|9534953","Earth|Africa|Madagascar|Diana Region|Antsiranana I","1","1"
"P113971","P113971_9534954","3","9534954","Antsiranana II","-12.46071","49.23935","ADM2","second-order administrative division","6295630|6255146|MG|7670842|9534954","Earth|Africa|Madagascar|Diana Region|Antsiranana II","1","1"
"P113971","P113971_8299677","3","8299677","Toliara I District","-23.29","43.701","ADM2","second-order administrative division","6295630|6255146|MG|7670913|8299677","Earth|Africa|Madagascar|Atsimo-Andrefana Region|Toliara I District","1","1"
"P113971","P113971_8299676","3","8299676","Toliara II District","-23.036","43.815","ADM2","second-order administrative division","6295630|6255146|MG|7670913|8299676","Earth|Africa|Madagascar|Atsimo-Andrefana Region|Toliara II District","1","1"
"P117341","P117341_2037012","3","2037012","Harbin Shi","45.43996","128.03041","ADM2","second-order administrative division","6295630|6255147|CN|08|2037012","Earth|Asia|China|Heilongjiang Sheng|Harbin Shi","1","1"
"P117341","P117341_2036580","3","2036580","Jiamusi Shi","47.02157","132.04414","ADM2","second-order administrative division","6295630|6255147|CN|08|2036580","Earth|Asia|China|Heilongjiang Sheng|Jiamusi Shi","1","1"
"P143588","P143588_2409983","3","2409983","Bombali District","9.28444","-12.16449","ADM2","second-order administrative division","6295630|6255146|SL|02|2409983","Earth|Africa|Sierra Leone|Northern Province|Bombali District","1","1"
"P143588","P143588_2407469","3","2407469","Kono District","8.70687","-10.93368","ADM2","second-order administrative division","6295630|6255146|SL|01|2407469","Earth|Africa|Sierra Leone|Eastern Province|Kono District","1","1"
"P143588","P143588_2405008","3","2405008","Moyamba District","8.0629","-12.44401","ADM2","second-order administrative division","6295630|6255146|SL|03|2405008","Earth|Africa|Sierra Leone|Southern Province|Moyamba District","1","1"
"P143588","P143588_9179950","3","9179950","Western Area Rural","8.32318","-13.09485","ADM2","second-order administrative division","6295630|6255146|SL|04|9179950","Earth|Africa|Sierra Leone|Western Area|Western Area Rural","1","1"
"P129326","P129326_2595329","3","2595329","Assa-Zag","28.16667","-9.41667","ADM2","second-order administrative division","6295630|6255146|MA|53|2595329","Earth|Africa|Morocco|Guelmim-Es Semara|Assa-Zag","1","1"
"P129326","P129326_2548525","3","2548525","Guelmim","28.75","-10.0","ADM2","second-order administrative division","6295630|6255146|MA|53|2548525","Earth|Africa|Morocco|Guelmim-Es Semara|Guelmim","1","1"
"P129326","P129326_2530240","3","2530240","Tan-Tan","28.08333","-11.08333","ADM2","second-order administrative division","6295630|6255146|MA|53|2530240","Earth|Africa|Morocco|Guelmim-Es Semara|Tan-Tan","1","1"
"P129326","P129326_2529360","3","2529360","Tata","29.66667","-7.83333","ADM2","second-order administrative division","6295630|6255146|MA|53|2529360","Earth|Africa|Morocco|Guelmim-Es Semara|Tata","1","1"
"P114077","P114077_2229251","3","2229251","Département du Lom-et-Djérem","5.16667","13.83333","ADM2","second-order administrative division","6295630|6255146|CM|04|2229251","Earth|Africa|Cameroon|East|Département du Lom-et-Djérem","1","1"
"P114077","P114077_8299279","3","8299279","Mbere Department","6.434","14.243","ADM2","second-order administrative division","6295630|6255146|CM|10|8299279","Earth|Africa|Cameroon|Adamaoua|Mbere Department","1","1"
"P130682","P130682_6321226","3","6321226","Caparaó","-20.52613","-41.9022","ADM2","second-order administrative division","6295630|6255150|BR|15|6321226","Earth|South America|Brazil|Minas Gerais|Caparaó","1","1"
"P130682","P130682_6321944","3","6321944","Cariacica","-20.3005","-40.46919","ADM2","second-order administrative division","6295630|6255150|BR|08|6321944","Earth|South America|Brazil|Espírito Santo|Cariacica","1","1"
"P130682","P130682_6321947","3","6321947","Conceição do Castelo","-20.36226","-41.26622","ADM2","second-order administrative division","6295630|6255150|BR|08|6321947","Earth|South America|Brazil|Espírito Santo|Conceição do Castelo","1","1"
"P130682","P130682_6321948","3","6321948","Divino de São Lourenço","-20.59751","-41.72185","ADM2","second-order administrative division","6295630|6255150|BR|08|6321948","Earth|South America|Brazil|Espírito Santo|Divino de São Lourenço","1","1"
"P130682","P130682_6321950","3","6321950","Dores do Rio Preto","-20.64864","-41.81692","ADM2","second-order administrative division","6295630|6255150|BR|08|6321950","Earth|South America|Brazil|Espírito Santo|Dores do Rio Preto","1","1"
"P130682","P130682_6321955","3","6321955","Ibatiba","-20.27457","-41.55456","ADM2","second-order administrative division","6295630|6255150|BR|08|6321955","Earth|South America|Brazil|Espírito Santo|Ibatiba","1","1"
"P130682","P130682_6321959","3","6321959","Irupi","-20.32689","-41.66014","ADM2","second-order administrative division","6295630|6255150|BR|08|6321959","Earth|South America|Brazil|Espírito Santo|Irupi","1","1"
"P130682","P130682_6321963","3","6321963","Iúna","-20.35935","-41.67065","ADM2","second-order administrative division","6295630|6255150|BR|08|6321963","Earth|South America|Brazil|Espírito Santo|Iúna","1","1"
"P130682","P130682_6321971","3","6321971","Marechal Floriano","-20.43219","-40.76532","ADM2","second-order administrative division","6295630|6255150|BR|08|6321971","Earth|South America|Brazil|Espírito Santo|Marechal Floriano","1","1"
"P130682","P130682_6324202","3","6324202","Santa Leopoldina","-20.11953","-40.57331","ADM2","second-order administrative division","6295630|6255150|BR|08|6324202","Earth|South America|Brazil|Espírito Santo|Santa Leopoldina","1","1"
"P130682","P130682_6324203","3","6324203","Santa Maria de Jetibá","-20.09186","-40.80101","ADM2","second-order administrative division","6295630|6255150|BR|08|6324203","Earth|South America|Brazil|Espírito Santo|Santa Maria de Jetibá","1","1"
"P130682","P130682_6321999","3","6321999","Vila Velha","-20.38479","-40.32262","ADM2","second-order administrative division","6295630|6255150|BR|08|6321999","Earth|South America|Brazil|Espírito Santo|Vila Velha","1","1"
"P122776","P122776_8260634","3","8260634","Lekoko Department","-1.974","13.097","ADM2","second-order administrative division","6295630|6255146|GA|02|8260634","Earth|Africa|Gabon|Province du Haut-Ogooué|Lekoko Department","1","1"
"P146314","P146314_1251460","3","1251460","Ampara District","7.0833","81.75","ADM2","second-order administrative division","6295630|6255147|LK|37|1251460","Earth|Asia|Sri Lanka|Eastern Province|Ampara District","1","1"
"P146314","P146314_1250614","3","1250614","Badulla District","6.98472","81.05639","ADM2","second-order administrative division","6295630|6255147|LK|35|1250614","Earth|Asia|Sri Lanka|Province of Uva|Badulla District","1","1"
"P146314","P146314_1250159","3","1250159","Batticaloa District","7.75","81.4997","ADM2","second-order administrative division","6295630|6255147|LK|37|1250159","Earth|Asia|Sri Lanka|Eastern Province|Batticaloa District","1","1"
"P146314","P146314_1248990","3","1248990","Colombo District","6.8664","80.0166","ADM2","second-order administrative division","6295630|6255147|LK|36|1248990","Earth|Asia|Sri Lanka|Western Province|Colombo District","1","1"
"P146314","P146314_1241621","3","1241621","Kandy District","7.3044","80.7073","ADM2","second-order administrative division","6295630|6255147|LK|29|1241621","Earth|Asia|Sri Lanka|Central Province|Kandy District","1","1"
"P146314","P146314_1240722","3","1240722","Kegalle District","7.1167","80.3333","ADM2","second-order administrative division","6295630|6255147|LK|33|1240722","Earth|Asia|Sri Lanka|Province of Sabaragamuwa|Kegalle District","1","1"
"P146314","P146314_1234818","3","1234818","Moneragala District","6.66667","81.33333","ADM2","second-order administrative division","6295630|6255147|LK|35|1234818","Earth|Asia|Sri Lanka|Province of Uva|Moneragala District","1","1"
"P146314","P146314_1228729","3","1228729","Ratnapura District","6.5831","80.5833","ADM2","second-order administrative division","6295630|6255147|LK|33|1228729","Earth|Asia|Sri Lanka|Province of Sabaragamuwa|Ratnapura District","1","1"
"P146314","P146314_1226258","3","1226258","Trincomalee District","8.58333","81.08333","ADM2","second-order administrative division","6295630|6255147|LK|37|1226258","Earth|Asia|Sri Lanka|Eastern Province|Trincomalee District","1","1"
"P116201","P116201_2595329","3","2595329","Assa-Zag","28.16667","-9.41667","ADM2","second-order administrative division","6295630|6255146|MA|53|2595329","Earth|Africa|Morocco|Guelmim-Es Semara|Assa-Zag","1","1"
"P116201","P116201_2548525","3","2548525","Guelmim","28.75","-10.0","ADM2","second-order administrative division","6295630|6255146|MA|53|2548525","Earth|Africa|Morocco|Guelmim-Es Semara|Guelmim","1","1"
"P116201","P116201_2530240","3","2530240","Tan-Tan","28.08333","-11.08333","ADM2","second-order administrative division","6295630|6255146|MA|53|2530240","Earth|Africa|Morocco|Guelmim-Es Semara|Tan-Tan","1","1"
"P116201","P116201_2529360","3","2529360","Tata","29.66667","-7.83333","ADM2","second-order administrative division","6295630|6255146|MA|53|2529360","Earth|Africa|Morocco|Guelmim-Es Semara|Tata","1","1"
"P116323","P116323_2293506","3","2293506","Département d’ Aboisso","5.66667","-3.16667","ADM2","second-order administrative division","6295630|6255146|CI|89|2293506","Earth|Africa|Ivory Coast|Région du Sud-Comoé|Département d’ Aboisso","1","1"
"P116323","P116323_2595336","3","2595336","Département d’ Adiaké","5.21667","-3.08333","ADM2","second-order administrative division","6295630|6255146|CI|89|2595336","Earth|Africa|Ivory Coast|Région du Sud-Comoé|Département d’ Adiaké","1","1"
"P130819","P130819_3613536","3","3613536","Choloma","15.64","-87.92","ADM2","second-order administrative division","6295630|6255149|HN|06|3613536","Earth|North America|Honduras|Departamento de Cortés|Choloma","1","1"
"P130819","P130819_3608268","3","3608268","La Ceiba","15.67","-86.76","ADM2","second-order administrative division","6295630|6255149|HN|01|3608268","Earth|North America|Honduras|Departamento de Atlántida|La Ceiba","1","1"
"P130975","P130975_7910190","3","7910190","Ainaro","-9.0075","125.50713","ADM2","second-order administrative division","6295630|6255151|TL|AN|7910190","Earth|Oceania|East Timor|Ainaro|Ainaro","1","1"
"P130975","P130975_7910183","3","7910183","Vera Cruz","-8.59239","125.56299","ADM2","second-order administrative division","6295630|6255151|TL|DI|7910183","Earth|Oceania|East Timor|Díli|Vera Cruz","1","1"
"P113844","P113844_1701667","3","1701667","City of Manila","14.58333","121.0","ADM2","second-order administrative division","6295630|6255147|PH|NCR|1701667","Earth|Asia|Philippines|National Capital Region|City of Manila","1","1"
"P113844","P113844_1694608","3","1694608","Pasay City","14.55","121.0","ADM2","second-order administrative division","6295630|6255147|PH|NCR|1694608","Earth|Asia|Philippines|National Capital Region|Pasay City","1","1"
"P113844","P113844_1694584","3","1694584","Pasig","14.58333","121.08333","ADM2","second-order administrative division","6295630|6255147|PH|NCR|1694584","Earth|Asia|Philippines|National Capital Region|Pasig","1","1"
"P126856","P126856_1805178","3","1805178","Jiujiang Shi","29.38542","115.36533","ADM2","second-order administrative division","6295630|6255147|CN|03|1805178","Earth|Asia|China|Jiangxi Sheng|Jiujiang Shi","1","1"
"P120589","P120589_1174870","3","1174870","Karāchi","25.07267","67.20346","ADM2","second-order administrative division","6295630|6255147|PK|05|1174870","Earth|Asia|Pakistan|Sindh|Karāchi","1","1"
"P120589","P120589_1167527","3","1167527","Quetta","30.17458","66.76203","ADM2","second-order administrative division","6295630|6255147|PK|02|1167527","Earth|Asia|Pakistan|Balochistān|Quetta","1","1"
"P128276","P128276_1337209","3","1337209","Bagerhat","22.4","89.75","ADM2","second-order administrative division","6295630|6255147|BD|82|1337209","Earth|Asia|Bangladesh|Khulna Division|Bagerhat","1","1"
"P128276","P128276_1337217","3","1337217","Barguna","22.13333","90.13333","ADM2","second-order administrative division","6295630|6255147|BD|85|1337217","Earth|Asia|Bangladesh|Barisal Division|Barguna","1","1"
"P128276","P128276_1337211","3","1337211","Khulna","22.5","89.33333","ADM2","second-order administrative division","6295630|6255147|BD|82|1337211","Earth|Asia|Bangladesh|Khulna Division|Khulna","1","1"
"P128276","P128276_1337216","3","1337216","Patuakhali","22.33333","90.33333","ADM2","second-order administrative division","6295630|6255147|BD|85|1337216","Earth|Asia|Bangladesh|Barisal Division|Patuakhali","1","1"
"P128276","P128276_1477494","3","1477494","Pirojpur","22.53671","90.00033","ADM2","second-order administrative division","6295630|6255147|BD|85|1477494","Earth|Asia|Bangladesh|Barisal Division|Pirojpur","1","1"
"P128276","P128276_1337212","3","1337212","Satkhira","22.35","89.15","ADM2","second-order administrative division","6295630|6255147|BD|82|1337212","Earth|Asia|Bangladesh|Khulna Division|Satkhira","1","1"
"P130593","P130593_6319283","3","6319283","Jordão","-9.09166","-71.84069","ADM2","second-order administrative division","6295630|6255150|BR|01|6319283","Earth|South America|Brazil|Acre|Jordão","1","1"
"P130593","P130593_6319285","3","6319285","Marechal Thaumaturgo","-9.18989","-72.56853","ADM2","second-order administrative division","6295630|6255150|BR|01|6319285","Earth|South America|Brazil|Acre|Marechal Thaumaturgo","1","1"
"P130593","P130593_6319287","3","6319287","Porto Walter","-8.52474","-72.82065","ADM2","second-order administrative division","6295630|6255150|BR|01|6319287","Earth|South America|Brazil|Acre|Porto Walter","1","1"
"P130593","P130593_6324177","3","6324177","Santa Rosa do Purus","-9.4773","-70.39032","ADM2","second-order administrative division","6295630|6255150|BR|01|6324177","Earth|South America|Brazil|Acre|Santa Rosa do Purus","1","1"
"P123961","P123961_1905703","3","1905703","Ân Thi District","20.81086","106.09995","ADM2","second-order administrative division","6295630|6255147|VN|81|1905703","Earth|Asia|Vietnam|Tỉnh Hưng Yên|Ân Thi District","1","1"
"P123961","P123961_1905689","3","1905689","Bình Giang District","20.87586","106.19138","ADM2","second-order administrative division","6295630|6255147|VN|79|1905689","Earth|Asia|Vietnam|Tỉnh Hải Dương|Bình Giang District","1","1"
"P123961","P123961_8551063","3","8551063","Cao Phong District","20.69532","105.33559","ADM2","second-order administrative division","6295630|6255147|VN|53|8551063","Earth|Asia|Vietnam|Tỉnh Hòa Bình|Cao Phong District","1","1"
"P123961","P123961_1905698","3","1905698","Chí Linh District","21.13722","106.39638","ADM2","second-order administrative division","6295630|6255147|VN|79|1905698","Earth|Asia|Vietnam|Tỉnh Hải Dương|Chí Linh District","1","1"
"P123961","P123961_1905862","3","1905862","Hàm Yên District","22.10935","105.0163","ADM2","second-order administrative division","6295630|6255147|VN|68|1905862","Earth|Asia|Vietnam|Tỉnh Tuyên Quang|Hàm Yên District","1","1"
"P123961","P123961_1905075","3","1905075","Hưng Hà District","20.59464","106.2123","ADM2","second-order administrative division","6295630|6255147|VN|35|1905075","Earth|Asia|Vietnam|Tỉnh Thái Bình|Hưng Hà District","1","1"
"P123961","P123961_1905034","3","1905034","Huyện Bắc Quang","22.42302","104.91831","ADM2","second-order administrative division","6295630|6255147|VN|50|1905034","Earth|Asia|Vietnam|Tỉnh Hà Giang|Huyện Bắc Quang","1","1"
"P123961","P123961_1905018","3","1905018","Huyện Mai Châu","20.66296","105.03145","ADM2","second-order administrative division","6295630|6255147|VN|53|1905018","Earth|Asia|Vietnam|Tỉnh Hòa Bình|Huyện Mai Châu","1","1"
"P123961","P123961_1905415","3","1905415","Huyện Quế Võ","21.14609","106.17317","ADM2","second-order administrative division","6295630|6255147|VN|74|1905415","Earth|Asia|Vietnam|Tỉnh Bắc Ninh|Huyện Quế Võ","1","1"
"P123961","P123961_1905026","3","1905026","Huyện Vị Xuyên","22.73096","104.90827","ADM2","second-order administrative division","6295630|6255147|VN|50|1905026","Earth|Asia|Vietnam|Tỉnh Hà Giang|Huyện Vị Xuyên","1","1"
"P123961","P123961_1905701","3","1905701","Kim Động District","20.74644","106.03632","ADM2","second-order administrative division","6295630|6255147|VN|81|1905701","Earth|Asia|Vietnam|Tỉnh Hưng Yên|Kim Động District","1","1"
"P123961","P123961_10400586","3","10400586","Moc Chau District","20.92208","104.75209","ADM2","second-order administrative division","6295630|6255147|VN|32|10400586","Earth|Asia|Vietnam|Tỉnh Sơn La|Moc Chau District","1","1"
"P123961","P123961_1905019","3","1905019","Tân Lạc District","20.60557","105.23399","ADM2","second-order administrative division","6295630|6255147|VN|53|1905019","Earth|Asia|Vietnam|Tỉnh Hòa Bình|Tân Lạc District","1","1"
"P123961","P123961_1905073","3","1905073","Thái Thụy District","20.53916","106.51688","ADM2","second-order administrative division","6295630|6255147|VN|35|1905073","Earth|Asia|Vietnam|Tỉnh Thái Bình|Thái Thụy District","1","1"
"P123961","P123961_1905413","3","1905413","Thành Phố Bắc Ninh","21.17995","106.0696","ADM2","second-order administrative division","6295630|6255147|VN|74|1905413","Earth|Asia|Vietnam|Tỉnh Bắc Ninh|Thành Phố Bắc Ninh","1","1"
"P123961","P123961_1905025","3","1905025","Thành Phố Hà Giang","22.78931","105.03141","ADM2","second-order administrative division","6295630|6255147|VN|50|1905025","Earth|Asia|Vietnam|Tỉnh Hà Giang|Thành Phố Hà Giang","1","1"
"P123961","P123961_1905015","3","1905015","Thành Phố Hòa Bình","20.82459","105.3289","ADM2","second-order administrative division","6295630|6255147|VN|53|1905015","Earth|Asia|Vietnam|Tỉnh Hòa Bình|Thành Phố Hòa Bình","1","1"
"P123961","P123961_1905854","3","1905854","Thành Phố Hưng Yên","20.65693","106.05953","ADM2","second-order administrative division","6295630|6255147|VN|81|1905854","Earth|Asia|Vietnam|Tỉnh Hưng Yên|Thành Phố Hưng Yên","1","1"
"P129551","P129551_7670600","3","7670600","Kayanza","-2.92127","29.6444","ADM2","second-order administrative division","6295630|6255146|BI|15|7670600","Earth|Africa|Burundi|Kayanza Province|Kayanza","1","1"
"P133445","P133445_2278073","3","2278073","Careysburg","6.43496","-10.59056","ADM2","second-order administrative division","6295630|6255146|LR|14|2278073","Earth|Africa|Liberia|Montserrado County|Careysburg","1","1"
"P133445","P133445_7669298","3","7669298","Greater Monrovia","6.31418","-10.73356","ADM2","second-order administrative division","6295630|6255146|LR|14|7669298","Earth|Africa|Liberia|Montserrado County|Greater Monrovia","1","1"
"P133445","P133445_2276087","3","2276087","Kakata","6.62195","-10.19761","ADM2","second-order administrative division","6295630|6255146|LR|14|2276087","Earth|Africa|Liberia|Montserrado County|Kakata","1","1"
"P133445","P133445_7669300","3","7669300","St. Paul River","6.43287","-10.72113","ADM2","second-order administrative division","6295630|6255146|LR|14|7669300","Earth|Africa|Liberia|Montserrado County|St. Paul River","1","1"
"P133445","P133445_2273549","3","2273549","Todee","6.63925","-10.4959","ADM2","second-order administrative division","6295630|6255146|LR|14|2273549","Earth|Africa|Liberia|Montserrado County|Todee","1","1"
"P144762","P144762_2290954","3","2290954","Département de Bouaké","7.83333","-4.91667","ADM2","second-order administrative division","6295630|6255146|CI|90|2290954","Earth|Africa|Ivory Coast|Vallée du Bandama|Département de Bouaké","1","1"
"P144762","P144762_2290847","3","2290847","Département de Bouna","9.25","-3.5","ADM2","second-order administrative division","6295630|6255146|CI|92|2290847","Earth|Africa|Ivory Coast|Zanzan|Département de Bouna","1","1"
"P144762","P144762_2289548","3","2289548","Département de Duékoué","6.66667","-7.25","ADM2","second-order administrative division","6295630|6255146|CI|78|2289548","Earth|Africa|Ivory Coast|District des Montagnes|Département de Duékoué","1","1"
"P144762","P144762_2289048","3","2289048","Département de Ferkessédougou","9.5","-4.75","ADM2","second-order administrative division","6295630|6255146|CI|87|2289048","Earth|Africa|Ivory Coast|Savanes|Département de Ferkessédougou","1","1"
"P144762","P144762_2287957","3","2287957","Département de Guiglo","6.33333","-7.66667","ADM2","second-order administrative division","6295630|6255146|CI|78|2287957","Earth|Africa|Ivory Coast|District des Montagnes|Département de Guiglo","1","1"
"P144762","P144762_2286303","3","2286303","Département de Korhogo","9.0","-5.83333","ADM2","second-order administrative division","6295630|6255146|CI|87|2286303","Earth|Africa|Ivory Coast|Savanes|Département de Korhogo","1","1"
"P144762","P144762_2595343","3","2595343","Département de Toulépleu","6.5","-8.41667","ADM2","second-order administrative division","6295630|6255146|CI|78|2595343","Earth|Africa|Ivory Coast|District des Montagnes|Département de Toulépleu","1","1"
"P144762","P144762_2280314","3","2280314","Département de Toumodi","6.5","-5.0","ADM2","second-order administrative division","6295630|6255146|CI|81|2280314","Earth|Africa|Ivory Coast|Lacs|Département de Toumodi","1","1"
"P131648","P131648_1105840","3","1105840","Balaka District","-15.04839","35.0591","ADM2","second-order administrative division","6295630|6255146|MW|S|1105840","Earth|Africa|Malawi|Southern Region|Balaka District","1","1"
"P131648","P131648_931754","3","931754","Blantyre District","-15.64732","34.93956","ADM2","second-order administrative division","6295630|6255146|MW|S|931754","Earth|Africa|Malawi|Southern Region|Blantyre District","1","1"
"P131648","P131648_931067","3","931067","Chikwawa District","-16.16667","34.75","ADM2","second-order administrative division","6295630|6255146|MW|S|931067","Earth|Africa|Malawi|Southern Region|Chikwawa District","1","1"
"P131648","P131648_930579","3","930579","Chiradzulu District","-15.75268","35.21576","ADM2","second-order administrative division","6295630|6255146|MW|S|930579","Earth|Africa|Malawi|Southern Region|Chiradzulu District","1","1"
"P131648","P131648_235749","3","235749","Chitipa District","-9.92726","33.42541","ADM2","second-order administrative division","6295630|6255146|MW|N|235749","Earth|Africa|Malawi|Northern Region|Chitipa District","1","1"
"P131648","P131648_930023","3","930023","Dedza District","-14.26273","34.18559","ADM2","second-order administrative division","6295630|6255146|MW|C|930023","Earth|Africa|Malawi|Central Region|Dedza District","1","1"
"P131648","P131648_929975","3","929975","Dowa District","-13.60098","33.82378","ADM2","second-order administrative division","6295630|6255146|MW|C|929975","Earth|Africa|Malawi|Central Region|Dowa District","1","1"
"P131648","P131648_928657","3","928657","Karonga District","-10.11153","33.88151","ADM2","second-order administrative division","6295630|6255146|MW|N|928657","Earth|Africa|Malawi|Northern Region|Karonga District","1","1"
"P131648","P131648_928531","3","928531","Kasungu District","-13.0","33.41667","ADM2","second-order administrative division","6295630|6255146|MW|C|928531","Earth|Africa|Malawi|Central Region|Kasungu District","1","1"
"P131648","P131648_1105841","3","1105841","Likoma District","-12.06065","34.73608","ADM2","second-order administrative division","6295630|6255146|MW|N|1105841","Earth|Africa|Malawi|Northern Region|Likoma District","1","1"
"P131648","P131648_927964","3","927964","Lilongwe District","-14.01962","33.68407","ADM2","second-order administrative division","6295630|6255146|MW|C|927964","Earth|Africa|Malawi|Central Region|Lilongwe District","1","1"
"P131648","P131648_927642","3","927642","Machinga District","-14.94583","35.57367","ADM2","second-order administrative division","6295630|6255146|MW|S|927642","Earth|Africa|Malawi|Southern Region|Machinga District","1","1"
"P131648","P131648_927245","3","927245","Mangochi District","-14.39296","35.34658","ADM2","second-order administrative division","6295630|6255146|MW|S|927245","Earth|Africa|Malawi|Southern Region|Mangochi District","1","1"
"P131648","P131648_926745","3","926745","Mchinji District","-13.7623","33.07998","ADM2","second-order administrative division","6295630|6255146|MW|C|926745","Earth|Africa|Malawi|Central Region|Mchinji District","1","1"
"P131648","P131648_925788","3","925788","Mulanje District","-15.9344","35.4999","ADM2","second-order administrative division","6295630|6255146|MW|S|925788","Earth|Africa|Malawi|Southern Region|Mulanje District","1","1"
"P131648","P131648_925595","3","925595","Mwanza District","-15.63337","34.51682","ADM2","second-order administrative division","6295630|6255146|MW|S|925595","Earth|Africa|Malawi|Southern Region|Mwanza District","1","1"
"P131648","P131648_925496","3","925496","Mzimba District","-11.85428","33.60778","ADM2","second-order administrative division","6295630|6255146|MW|N|925496","Earth|Africa|Malawi|Northern Region|Mzimba District","1","1"
"P131648","P131648_7628385","3","7628385","Neno District","-15.45051","34.70034","ADM2","second-order administrative division","6295630|6255146|MW|S|7628385","Earth|Africa|Malawi|Southern Region|Neno District","1","1"
