project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,planet,continent,country,loc1,loc2,location_class,geographic_exactness,project_title.x,ad_sector_names,project_title.y,status
P053578,P053578_1477494,3,1477494,Pirojpur,22.53671,90.00033,ADM2,second-order administrative division,6295630|6255147|BD|85|1477494,Earth,Asia,Bangladesh,Barisal Division,Pirojpur,1,1,Social Investment Program Project,"Education, level unspecified|Communications|Transport and storage|Other social infrastructure and services",Social Investment Program Project,Completion
P074966,P074966_1337175,3,1337175,Gazipur,25.25,89.5,ADM2,second-order administrative division,6295630|6255147|BD|81|1337175,Earth,Asia,Bangladesh,Dhaka Division,Gazipur,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
P074966,P074966_1337176,3,1337176,Kishoregonj,24.41667,90.95,ADM2,second-order administrative division,6295630|6255147|BD|81|1337176,Earth,Asia,Bangladesh,Dhaka Division,Kishoregonj,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
P074966,P074966_1337167,3,1337167,Natore,24.35,89.08333,ADM2,second-order administrative division,6295630|6255147|BD|83|1337167,Earth,Asia,Bangladesh,Rājshāhi Division,Natore,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
P124514,P124514_1337175,3,1337175,Gazipur,25.25,89.5,ADM2,second-order administrative division,6295630|6255147|BD|81|1337175,Earth,Asia,Bangladesh,Dhaka Division,Gazipur,1,1,Bangladesh Local Governance Support Project II,"Government and civil society, general",Bangladesh Local Governance Support Project II,Implementation
P124514,P124514_1337176,3,1337176,Kishoregonj,24.41667,90.95,ADM2,second-order administrative division,6295630|6255147|BD|81|1337176,Earth,Asia,Bangladesh,Dhaka Division,Kishoregonj,1,1,Bangladesh Local Governance Support Project II,"Government and civil society, general",Bangladesh Local Governance Support Project II,Implementation
P124514,P124514_1337167,3,1337167,Natore,24.35,89.08333,ADM2,second-order administrative division,6295630|6255147|BD|83|1337167,Earth,Asia,Bangladesh,Rājshāhi Division,Natore,1,1,Bangladesh Local Governance Support Project II,"Government and civil society, general",Bangladesh Local Governance Support Project II,Implementation
P124514,P124514_1477494,3,1477494,Pirojpur,22.53671,90.00033,ADM2,second-order administrative division,6295630|6255147|BD|85|1477494,Earth,Asia,Bangladesh,Barisal Division,Pirojpur,1,1,Bangladesh Local Governance Support Project II,"Government and civil society, general",Bangladesh Local Governance Support Project II,Implementation
P040712,P040712_1337209,3,1337209,Bagerhat,22.4,89.75,ADM2,second-order administrative division,6295630|6255147|BD|82|1337209,Earth,Asia,Bangladesh,Khulna Division,Bagerhat,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337164,3,1337164,Chapai Nababganj,24.68333,88.25,ADM2,second-order administrative division,6295630|6255147|BD|83|1337164,Earth,Asia,Bangladesh,Rājshāhi Division,Chapai Nababganj,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337199,3,1337199,Chittagong,22.4875,91.96333,ADM2,second-order administrative division,6295630|6255147|BD|84|1337199,Earth,Asia,Bangladesh,Chittagong,Chittagong,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337202,3,1337202,Cox's Bazar,21.58389,92.01528,ADM2,second-order administrative division,6295630|6255147|BD|84|1337202,Earth,Asia,Bangladesh,Chittagong,Cox's Bazar,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337160,3,1337160,Gaibandha,25.25,89.5,ADM2,second-order administrative division,6295630|6255147|BD|87|1337160,Earth,Asia,Bangladesh,Rangpur Division,Gaibandha,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337184,3,1337184,Gopalganj,23.16667,89.91667,ADM2,second-order administrative division,6295630|6255147|BD|81|1337184,Earth,Asia,Bangladesh,Dhaka Division,Gopalganj,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337211,3,1337211,Khulna,22.5,89.33333,ADM2,second-order administrative division,6295630|6255147|BD|82|1337211,Earth,Asia,Bangladesh,Khulna Division,Khulna,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337157,3,1337157,Lalmonirhat,26,89.25,ADM2,second-order administrative division,6295630|6255147|BD|87|1337157,Earth,Asia,Bangladesh,Rangpur Division,Lalmonirhat,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337187,3,1337187,Madaripur,23.25,90.2,ADM2,second-order administrative division,6295630|6255147|BD|81|1337187,Earth,Asia,Bangladesh,Dhaka Division,Madaripur,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337206,3,1337206,Magura,23.43333,89.43333,ADM2,second-order administrative division,6295630|6255147|BD|82|1337206,Earth,Asia,Bangladesh,Khulna Division,Magura,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337161,3,1337161,Naogaon,24.8118,88.94657,ADM2,second-order administrative division,6295630|6255147|BD|83|1337161,Earth,Asia,Bangladesh,Rājshāhi Division,Naogaon,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337208,3,1337208,Narail,23.13333,89.6,ADM2,second-order administrative division,6295630|6255147|BD|82|1337208,Earth,Asia,Bangladesh,Khulna Division,Narail,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337216,3,1337216,Patuakhali,22.33333,90.33333,ADM2,second-order administrative division,6295630|6255147|BD|85|1337216,Earth,Asia,Bangladesh,Barisal Division,Patuakhali,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337212,3,1337212,Satkhira,22.35,89.15,ADM2,second-order administrative division,6295630|6255147|BD|82|1337212,Earth,Asia,Bangladesh,Khulna Division,Satkhira,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337189,3,1337189,Sylhet,24.91667,91.76667,ADM2,second-order administrative division,6295630|6255147|BD|86|1337189,Earth,Asia,Bangladesh,Sylhet Division,Sylhet,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P040712,P040712_1337174,3,1337174,Tangail,24.33853,89.98667,ADM2,second-order administrative division,6295630|6255147|BD|81|1337174,Earth,Asia,Bangladesh,Dhaka Division,Tangail,1,1,Water Management Improvement Project,"Agriculture|General environmental protection|Government and civil society, general",Water Management Improvement Project,Implementation
P044810,P044810_1337192,3,1337192,Brahmanbaria,23.98333,91.16667,ADM2,second-order administrative division,6295630|6255147|BD|84|1337192,Earth,Asia,Bangladesh,Chittagong,Brahmanbaria,1,1,Legal and Judicial Capacity Building Project,"Government and civil society, general",Legal and Judicial Capacity Building Project,Completion
P044810,P044810_1337202,3,1337202,Cox's Bazar,21.58389,92.01528,ADM2,second-order administrative division,6295630|6255147|BD|84|1337202,Earth,Asia,Bangladesh,Chittagong,Cox's Bazar,1,1,Legal and Judicial Capacity Building Project,"Government and civil society, general",Legal and Judicial Capacity Building Project,Completion
P044810,P044810_1337197,3,1337197,Feni,22.96667,91.31667,ADM2,second-order administrative division,6295630|6255147|BD|84|1337197,Earth,Asia,Bangladesh,Chittagong,Feni,1,1,Legal and Judicial Capacity Building Project,"Government and civil society, general",Legal and Judicial Capacity Building Project,Completion
P044810,P044810_1337195,3,1337195,Lakshmipur,22.91667,90.83333,ADM2,second-order administrative division,6295630|6255147|BD|84|1337195,Earth,Asia,Bangladesh,Chittagong,Lakshmipur,1,1,Legal and Judicial Capacity Building Project,"Government and civil society, general",Legal and Judicial Capacity Building Project,Completion
P044810,P044810_1337190,3,1337190,Maulvibazar District,24.5,91.83333,ADM2,second-order administrative division,6295630|6255147|BD|86|1337190,Earth,Asia,Bangladesh,Sylhet Division,Maulvibazar District,1,1,Legal and Judicial Capacity Building Project,"Government and civil society, general",Legal and Judicial Capacity Building Project,Completion
P044810,P044810_1337183,3,1337183,Munshiganj,23.55,90.36667,ADM2,second-order administrative division,6295630|6255147|BD|81|1337183,Earth,Asia,Bangladesh,Dhaka Division,Munshiganj,1,1,Legal and Judicial Capacity Building Project,"Government and civil society, general",Legal and Judicial Capacity Building Project,Completion
P044810,P044810_1337196,3,1337196,Noakhali,22.75,91.16667,ADM2,second-order administrative division,6295630|6255147|BD|84|1337196,Earth,Asia,Bangladesh,Chittagong,Noakhali,1,1,Legal and Judicial Capacity Building Project,"Government and civil society, general",Legal and Judicial Capacity Building Project,Completion
P044810,P044810_1337169,3,1337169,Pabna,24.00633,89.33533,ADM2,second-order administrative division,6295630|6255147|BD|83|1337169,Earth,Asia,Bangladesh,Rājshāhi Division,Pabna,1,1,Legal and Judicial Capacity Building Project,"Government and civil society, general",Legal and Judicial Capacity Building Project,Completion
P053578,P053578_1337209,3,1337209,Bagerhat,22.4,89.75,ADM2,second-order administrative division,6295630|6255147|BD|82|1337209,Earth,Asia,Bangladesh,Khulna Division,Bagerhat,1,1,Social Investment Program Project,"Education, level unspecified|Communications|Transport and storage|Other social infrastructure and services",Social Investment Program Project,Completion
P053578,P053578_1337217,3,1337217,Barguna,22.13333,90.13333,ADM2,second-order administrative division,6295630|6255147|BD|85|1337217,Earth,Asia,Bangladesh,Barisal Division,Barguna,1,1,Social Investment Program Project,"Education, level unspecified|Communications|Transport and storage|Other social infrastructure and services",Social Investment Program Project,Completion
P053578,P053578_1185286,3,1185286,Barisal,22.8,90.5,ADM2,second-order administrative division,6295630|6255147|BD|85|1185286,Earth,Asia,Bangladesh,Barisal Division,Barisal,1,1,Social Investment Program Project,"Education, level unspecified|Communications|Transport and storage|Other social infrastructure and services",Social Investment Program Project,Completion
P053578,P053578_1337160,3,1337160,Gaibandha,25.25,89.5,ADM2,second-order administrative division,6295630|6255147|BD|87|1337160,Earth,Asia,Bangladesh,Rangpur Division,Gaibandha,1,1,Social Investment Program Project,"Education, level unspecified|Communications|Transport and storage|Other social infrastructure and services",Social Investment Program Project,Completion
P053578,P053578_1337172,3,1337172,Jamalpur,25,89.83333,ADM2,second-order administrative division,6295630|6255147|BD|81|1337172,Earth,Asia,Bangladesh,Dhaka Division,Jamalpur,1,1,Social Investment Program Project,"Education, level unspecified|Communications|Transport and storage|Other social infrastructure and services",Social Investment Program Project,Completion
P053578,P053578_1337216,3,1337216,Patuakhali,22.33333,90.33333,ADM2,second-order administrative division,6295630|6255147|BD|85|1337216,Earth,Asia,Bangladesh,Barisal Division,Patuakhali,1,1,Social Investment Program Project,"Education, level unspecified|Communications|Transport and storage|Other social infrastructure and services",Social Investment Program Project,Completion
P069933,P069933_1337194,3,1337194,Chandpur,23.25,90.83333,ADM2,second-order administrative division,6295630|6255147|BD|84|1337194,Earth,Asia,Bangladesh,Chittagong,Chandpur,1,1,HIV/AIDS Prevention Project,"Health|Government and civil society, general",HIV/AIDS Prevention Project,Completion
P069933,P069933_1337164,3,1337164,Chapai Nababganj,24.68333,88.25,ADM2,second-order administrative division,6295630|6255147|BD|83|1337164,Earth,Asia,Bangladesh,Rājshāhi Division,Chapai Nababganj,1,1,HIV/AIDS Prevention Project,"Health|Government and civil society, general",HIV/AIDS Prevention Project,Completion
P071435,P071435_1337163,3,1337163,Bogra,24.78333,89.35,ADM2,second-order administrative division,6295630|6255147|BD|83|1337163,Earth,Asia,Bangladesh,Rājshāhi Division,Bogra,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337192,3,1337192,Brahmanbaria,23.98333,91.16667,ADM2,second-order administrative division,6295630|6255147|BD|84|1337192,Earth,Asia,Bangladesh,Chittagong,Brahmanbaria,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337194,3,1337194,Chandpur,23.25,90.83333,ADM2,second-order administrative division,6295630|6255147|BD|84|1337194,Earth,Asia,Bangladesh,Chittagong,Chandpur,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337164,3,1337164,Chapai Nababganj,24.68333,88.25,ADM2,second-order administrative division,6295630|6255147|BD|83|1337164,Earth,Asia,Bangladesh,Rājshāhi Division,Chapai Nababganj,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337193,3,1337193,Comilla,23.4417,91.00987,ADM2,second-order administrative division,6295630|6255147|BD|84|1337193,Earth,Asia,Bangladesh,Chittagong,Comilla,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337178,3,1337178,Dhaka,23.81093,90.36542,ADM2,second-order administrative division,6295630|6255147|BD|81|1337178,Earth,Asia,Bangladesh,Dhaka Division,Dhaka,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337175,3,1337175,Gazipur,25.25,89.5,ADM2,second-order administrative division,6295630|6255147|BD|81|1337175,Earth,Asia,Bangladesh,Dhaka Division,Gazipur,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337191,3,1337191,Habiganj,24.43333,91.41667,ADM2,second-order administrative division,6295630|6255147|BD|86|1337191,Earth,Asia,Bangladesh,Sylhet Division,Habiganj,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337162,3,1337162,Joypurhat,25.08333,89.1,ADM2,second-order administrative division,6295630|6255147|BD|83|1337162,Earth,Asia,Bangladesh,Rājshāhi Division,Joypurhat,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337391,3,1337391,Manikganj,23.86667,89.95,ADM2,second-order administrative division,6295630|6255147|BD|81|1337391,Earth,Asia,Bangladesh,Dhaka Division,Manikganj,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337190,3,1337190,Maulvibazar District,24.5,91.83333,ADM2,second-order administrative division,6295630|6255147|BD|86|1337190,Earth,Asia,Bangladesh,Sylhet Division,Maulvibazar District,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337183,3,1337183,Munshiganj,23.55,90.36667,ADM2,second-order administrative division,6295630|6255147|BD|81|1337183,Earth,Asia,Bangladesh,Dhaka Division,Munshiganj,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337161,3,1337161,Naogaon,24.8118,88.94657,ADM2,second-order administrative division,6295630|6255147|BD|83|1337161,Earth,Asia,Bangladesh,Rājshāhi Division,Naogaon,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337182,3,1337182,Narayanganj,23.75,90.58333,ADM2,second-order administrative division,6295630|6255147|BD|81|1337182,Earth,Asia,Bangladesh,Dhaka Division,Narayanganj,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337177,3,1337177,Narsingdi,24,90.83333,ADM2,second-order administrative division,6295630|6255147|BD|81|1337177,Earth,Asia,Bangladesh,Dhaka Division,Narsingdi,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337167,3,1337167,Natore,24.35,89.08333,ADM2,second-order administrative division,6295630|6255147|BD|83|1337167,Earth,Asia,Bangladesh,Rājshāhi Division,Natore,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337169,3,1337169,Pabna,24.00633,89.33533,ADM2,second-order administrative division,6295630|6255147|BD|83|1337169,Earth,Asia,Bangladesh,Rājshāhi Division,Pabna,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337165,3,1337165,Rajshahi,25,89,ADM2,second-order administrative division,6295630|6255147|BD|83|1337165,Earth,Asia,Bangladesh,Rājshāhi Division,Rajshahi,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337168,3,1337168,Sirajganj,24.33333,89.61667,ADM2,second-order administrative division,6295630|6255147|BD|83|1337168,Earth,Asia,Bangladesh,Rājshāhi Division,Sirajganj,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337188,3,1337188,Sunamganj,24.86667,91.41667,ADM2,second-order administrative division,6295630|6255147|BD|86|1337188,Earth,Asia,Bangladesh,Sylhet Division,Sunamganj,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071435,P071435_1337189,3,1337189,Sylhet,24.91667,91.76667,ADM2,second-order administrative division,6295630|6255147|BD|86|1337189,Earth,Asia,Bangladesh,Sylhet Division,Sylhet,1,1,Rural Transport Improvement Project,Industry|Transport and storage,Rural Transport Improvement Project,Completion
P071794,P071794_1185286,3,1185286,Barisal,22.8,90.5,ADM2,second-order administrative division,6295630|6255147|BD|85|1185286,Earth,Asia,Bangladesh,Barisal Division,Barisal,1,1,Rural Electrification and Renewable Energy Development,Energy generation and supply,Rural Electrification and Renewable Energy Development,Completion
P071794,P071794_1337202,3,1337202,Cox's Bazar,21.58389,92.01528,ADM2,second-order administrative division,6295630|6255147|BD|84|1337202,Earth,Asia,Bangladesh,Chittagong,Cox's Bazar,1,1,Rural Electrification and Renewable Energy Development,Energy generation and supply,Rural Electrification and Renewable Energy Development,Completion
P071794,P071794_1337167,3,1337167,Natore,24.35,89.08333,ADM2,second-order administrative division,6295630|6255147|BD|83|1337167,Earth,Asia,Bangladesh,Rājshāhi Division,Natore,1,1,Rural Electrification and Renewable Energy Development,Energy generation and supply,Rural Electrification and Renewable Energy Development,Completion
P071794,P071794_1337169,3,1337169,Pabna,24.00633,89.33533,ADM2,second-order administrative division,6295630|6255147|BD|83|1337169,Earth,Asia,Bangladesh,Rājshāhi Division,Pabna,1,1,Rural Electrification and Renewable Energy Development,Energy generation and supply,Rural Electrification and Renewable Energy Development,Completion
P071794,P071794_1337168,3,1337168,Sirajganj,24.33333,89.61667,ADM2,second-order administrative division,6295630|6255147|BD|83|1337168,Earth,Asia,Bangladesh,Rājshāhi Division,Sirajganj,1,1,Rural Electrification and Renewable Energy Development,Energy generation and supply,Rural Electrification and Renewable Energy Development,Completion
P071794,P071794_1337188,3,1337188,Sunamganj,24.86667,91.41667,ADM2,second-order administrative division,6295630|6255147|BD|86|1337188,Earth,Asia,Bangladesh,Sylhet Division,Sunamganj,1,1,Rural Electrification and Renewable Energy Development,Energy generation and supply,Rural Electrification and Renewable Energy Development,Completion
P073886,P073886_1337209,3,1337209,Bagerhat,22.4,89.75,ADM2,second-order administrative division,6295630|6255147|BD|82|1337209,Earth,Asia,Bangladesh,Khulna Division,Bagerhat,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337217,3,1337217,Barguna,22.13333,90.13333,ADM2,second-order administrative division,6295630|6255147|BD|85|1337217,Earth,Asia,Bangladesh,Barisal Division,Barguna,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1185286,3,1185286,Barisal,22.8,90.5,ADM2,second-order administrative division,6295630|6255147|BD|85|1185286,Earth,Asia,Bangladesh,Barisal Division,Barisal,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337155,3,1337155,Dinajpur,25.61667,88.75,ADM2,second-order administrative division,6295630|6255147|BD|87|1337155,Earth,Asia,Bangladesh,Rangpur Division,Dinajpur,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337160,3,1337160,Gaibandha,25.25,89.5,ADM2,second-order administrative division,6295630|6255147|BD|87|1337160,Earth,Asia,Bangladesh,Rangpur Division,Gaibandha,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337172,3,1337172,Jamalpur,25,89.83333,ADM2,second-order administrative division,6295630|6255147|BD|81|1337172,Earth,Asia,Bangladesh,Dhaka Division,Jamalpur,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337158,3,1337158,Kurigram,25.75,89.66667,ADM2,second-order administrative division,6295630|6255147|BD|87|1337158,Earth,Asia,Bangladesh,Rangpur Division,Kurigram,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337173,3,1337173,Mymensingh,24.75,90.4,ADM2,second-order administrative division,6295630|6255147|BD|81|1337173,Earth,Asia,Bangladesh,Dhaka Division,Mymensingh,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337161,3,1337161,Naogaon,24.8118,88.94657,ADM2,second-order administrative division,6295630|6255147|BD|83|1337161,Earth,Asia,Bangladesh,Rājshāhi Division,Naogaon,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337156,3,1337156,Nilphamari,25.96667,88.95,ADM2,second-order administrative division,6295630|6255147|BD|87|1337156,Earth,Asia,Bangladesh,Rangpur Division,Nilphamari,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337216,3,1337216,Patuakhali,22.33333,90.33333,ADM2,second-order administrative division,6295630|6255147|BD|85|1337216,Earth,Asia,Bangladesh,Barisal Division,Patuakhali,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1477494,3,1477494,Pirojpur,22.53671,90.00033,ADM2,second-order administrative division,6295630|6255147|BD|85|1477494,Earth,Asia,Bangladesh,Barisal Division,Pirojpur,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337159,3,1337159,Rangpur,25.73333,89.25,ADM2,second-order administrative division,6295630|6255147|BD|87|1337159,Earth,Asia,Bangladesh,Rangpur Division,Rangpur,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337170,3,1337170,Sherpur,25.08333,90.08333,ADM2,second-order administrative division,6295630|6255147|BD|81|1337170,Earth,Asia,Bangladesh,Dhaka Division,Sherpur,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P073886,P073886_1337168,3,1337168,Sirajganj,24.33333,89.61667,ADM2,second-order administrative division,6295630|6255147|BD|83|1337168,Earth,Asia,Bangladesh,Rājshāhi Division,Sirajganj,1,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Other social infrastructure and services|Industry|Banking and financial services,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",Implementation
P074841,P074841_1337193,3,1337193,Comilla,23.4417,91.00987,ADM2,second-order administrative division,6295630|6255147|BD|84|1337193,Earth,Asia,Bangladesh,Chittagong,Comilla,1,1,Bangladesh - Health Nutrition and Population Sector Program,"Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",Bangladesh - Health Nutrition and Population Sector Program,Completion
P074841,P074841_1337172,3,1337172,Jamalpur,25,89.83333,ADM2,second-order administrative division,6295630|6255147|BD|81|1337172,Earth,Asia,Bangladesh,Dhaka Division,Jamalpur,1,1,Bangladesh - Health Nutrition and Population Sector Program,"Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",Bangladesh - Health Nutrition and Population Sector Program,Completion
P074966,P074966_1337209,3,1337209,Bagerhat,22.4,89.75,ADM2,second-order administrative division,6295630|6255147|BD|82|1337209,Earth,Asia,Bangladesh,Khulna Division,Bagerhat,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
P074966,P074966_1337201,3,1337201,Bandarban,22,92.33333,ADM2,second-order administrative division,6295630|6255147|BD|84|1337201,Earth,Asia,Bangladesh,Chittagong,Bandarban,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
P074966,P074966_1337217,3,1337217,Barguna,22.13333,90.13333,ADM2,second-order administrative division,6295630|6255147|BD|85|1337217,Earth,Asia,Bangladesh,Barisal Division,Barguna,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
P074966,P074966_1185286,3,1185286,Barisal,22.8,90.5,ADM2,second-order administrative division,6295630|6255147|BD|85|1185286,Earth,Asia,Bangladesh,Barisal Division,Barisal,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
P074966,P074966_1337215,3,1337215,Bhola,22.36667,90.81667,ADM2,second-order administrative division,6295630|6255147|BD|85|1337215,Earth,Asia,Bangladesh,Barisal Division,Bhola,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
P074966,P074966_1337163,3,1337163,Bogra,24.78333,89.35,ADM2,second-order administrative division,6295630|6255147|BD|83|1337163,Earth,Asia,Bangladesh,Rājshāhi Division,Bogra,1,1,Bangladesh - Primary Education Development Project II,"Government and civil society, general|Basic education",Bangladesh - Primary Education Development Project II,Completion
