geoid,total,inc_under_25k,per_under_25k
17031292400,1800,1461,0.8116666666666666
17031292500,3254,2263,0.6954517516902274
17031300500,2219,1757,0.7917981072555205
17031300600,2621,1900,0.7249141549027089
17031300700,3318,2553,0.7694394213381555
17031300800,2913,2263,0.7768623412289736
17031300900,3099,2444,0.7886414972571797
17031301100,1802,1359,0.7541620421753608
17031301200,2204,1619,0.734573502722323
17031301600,3460,2488,0.7190751445086705
17031301701,2983,2126,0.7127053302044921
17031301702,3354,2612,0.7787716159809183
17031301801,2961,1942,0.6558595069233367
17031301802,2454,1920,0.78239608801956
17031301803,3869,3132,0.8095115016800207
17031310200,1300,587,0.45153846153846156
17031310300,1552,916,0.5902061855670103
17031310400,1059,610,0.5760151085930123
17031310500,1213,784,0.6463314097279472
17031310600,4044,2768,0.6844708209693373
17031310700,1187,858,0.7228306655433867
17031310800,3326,2316,0.6963319302465424
17031310900,3913,2660,0.6797853309481217
17031320100,11913,3385,0.2841433727860321
17031320400,3012,2338,0.7762284196547145
17031320600,4287,1020,0.23792862141357593
17031330100,16260,4258,0.26186961869618697
17031330200,3085,1190,0.3857374392220421
17031340300,1525,1098,0.72
17031340400,1832,1424,0.777292576419214
17031340500,1353,834,0.6164079822616408
17031340600,700,647,0.9242857142857143
17031350100,2042,1064,0.5210577864838394
17031350400,1156,1036,0.8961937716262975
17031351000,3626,1764,0.4864864864864865
17031351100,1347,1146,0.8507795100222717
17031351400,1347,1037,0.7698589458054937
17031351500,426,311,0.7300469483568075
17031360200,1190,849,0.7134453781512605
17031380100,1531,1039,0.6786414108425866
17031380200,1581,1069,0.6761543327008223
17031380500,598,451,0.754180602006689
17031380700,971,704,0.7250257466529351
17031381200,1455,656,0.45085910652920963
17031381400,1311,853,0.6506483600305111
17031381500,241,140,0.5809128630705395
17031381700,0,0,NaN
17031381800,974,584,0.5995893223819302
17031381900,1083,669,0.6177285318559557
17031390100,1187,551,0.464195450716091
17031390200,1413,658,0.4656758669497523
17031390300,2101,1465,0.6972870061875297
17031390400,2036,1224,0.6011787819253438
17031390500,1285,615,0.4785992217898833
17031390600,1560,650,0.4166666666666667
17031390700,5077,2177,0.42879653338585777
17031400300,844,545,0.6457345971563981
17031400400,1506,1057,0.701859229747676
17031400500,1508,1089,0.7221485411140584
17031400800,2072,1596,0.7702702702702703
17031410100,1590,756,0.47547169811320755
17031410200,1244,894,0.7186495176848875
17031410500,2274,1280,0.5628847845206685
17031410600,2247,1427,0.6350689808633734
17031410700,1817,1012,0.5569620253164557
17031410800,2622,1133,0.43211289092295957
17031410900,2707,1253,0.462874030291836
17031411000,2981,1140,0.3824220060382422
17031411100,1954,925,0.4733879222108495
17031411200,1366,577,0.4224011713030747
17031420100,1108,790,0.7129963898916968
17031420200,1269,806,0.6351457840819543
17031420300,2346,1885,0.8034953111679455
17031420400,932,605,0.6491416309012875
17031420500,1485,1055,0.7104377104377104
17031420600,1538,1238,0.8049414824447334
17031420700,2575,2068,0.8031067961165048
17031420800,1495,1012,0.676923076923077
17031421200,1154,795,0.6889081455805892
17031430101,2978,1984,0.6662189388851578
17031430102,2684,1710,0.6371087928464978
17031430200,3788,2579,0.6808342133051742
17031430300,1406,1089,0.7745376955903271
17031430400,2208,1765,0.7993659420289855
17031430500,2511,1692,0.6738351254480287
17031430600,1330,829,0.6233082706766917
17031430700,2154,1497,0.6949860724233984
17031430800,1392,809,0.5811781609195402
17031430900,1133,747,0.6593115622241836
17031431200,2546,1367,0.5369206598586017
17031431301,2449,1937,0.7909350755410371
17031431302,3090,2146,0.6944983818770226
17031431400,5330,3790,0.7110694183864915
17031440101,2735,1984,0.7254113345521024
17031440102,2706,1755,0.6485587583148559
17031440201,3864,2476,0.6407867494824017
17031440202,2953,1715,0.5807653233999323
17031440300,3850,2026,0.5262337662337663
17031440600,1661,914,0.5502709211318483
17031440700,1331,799,0.6003005259203607
17031440800,1340,990,0.7388059701492538
17031440900,1951,1352,0.6929779600205023
17031450300,3104,1690,0.5444587628865979
17031460100,2484,1758,0.7077294685990339
17031460200,1923,1461,0.7597503900156006
17031460301,2295,1600,0.6971677559912854
17031460302,2449,1930,0.7880767660269498
17031460400,2692,1684,0.62555720653789
17031460500,4165,2454,0.5891956782713085
17031460600,831,650,0.7821901323706378
17031460700,1745,1321,0.7570200573065903
17031461000,1360,1139,0.8375
17031470100,2008,1431,0.7126494023904383
17031480100,1873,900,0.4805125467164976
17031480200,958,563,0.5876826722338204
17031480300,1092,618,0.5659340659340659
17031480400,5099,3087,0.6054128260443224
17031480500,2530,1662,0.6569169960474308
17031490300,1807,1002,0.5545102379634754
17031490400,698,375,0.5372492836676218
17031490500,1778,1153,0.6484814398200225
17031490600,1348,817,0.6060830860534124
17031490700,2245,1586,0.70645879732739425
17031490800,3597,2452,0.6816791770920211
17031490901,3264,2122,0.6501225490196079
17031490902,4244,2689,0.6336003770028276
17031491000,3469,2775,0.7999423464975497
17031491100,3588,2340,0.6521739130434783
17031491200,1700,1086,0.6388235294117647
17031491300,1830,1519,0.8300546448087431
17031491400,2319,1699,0.7326433807675722
17031500100,2573,1449,0.5631558492032647
17031500200,1566,995,0.6353767560664112
17031500300,1251,741,0.592326139088729
17031510100,2261,1552,0.686421937195931
17031510200,2181,1289,0.5910132966529115
17031510300,4346,3033,0.6978831109065807
17031520100,1536,1072,0.6979166666666666
17031520200,2603,1770,0.6799846331156358
17031520300,4286,2881,0.6721885207652823
17031520400,3373,2068,0.6131040616661726
17031520500,3817,1995,0.5226617762640817
17031520600,2168,1502,0.6928044280442804
17031530100,1745,1244,0.712893982808023
17031530200,3275,2446,0.7468702290076336
17031530300,3502,2305,0.6581953169617362
17031530400,1696,961,0.566627358490566
17031530501,3748,2470,0.6590181430096052
17031530502,1236,839,0.6788025889967637
17031530503,4525,3175,0.7016574585635359
17031530600,2085,1467,0.7035971223021583
17031540101,2477,2176,0.8784820347194187
17031540102,2212,1962,0.8869801084990958
17031550100,5408,3081,0.5697115384615384
17031550200,2168,981,0.4524907749077491
17031560100,1180,743,0.6296610169491526
17031560200,1258,813,0.6462639109697933
17031560300,2594,1495,0.5763299922898998
17031560400,1348,818,0.6068249258160238
17031560700,2673,1421,0.5316124205013094
17031560800,4738,2512,0.5301815111861545
17031560900,4302,1772,0.4119014411901441
17031561000,4517,1923,0.4257250387425282
17031561100,4502,2326,0.5166592625499777
17031570100,1064,669,0.6287593984962406
17031570200,1660,948,0.5710843373493976
17031570300,4477,2942,0.6571364753182934
17031570400,1419,940,0.6624383368569415
17031570500,1725,1031,0.5976811594202899
17031580100,2343,1694,0.7230046948356808
17031580200,2585,1892,0.7319148936170212
17031580300,1942,1442,0.7425334706488157
17031580400,3266,2048,0.6270667483159829
17031580501,3781,2634,0.6966411002380323
17031580502,4147,2692,0.6491439594887871
17031580600,3995,2507,0.6275344180225282
17031580700,4498,3303,0.7343263672743442
17031580800,1356,1047,0.7721238938053098
17031590500,1582,966,0.6106194690265486
17031590600,2870,1903,0.6630662020905923
17031590700,2358,1409,0.5975402883799831
17031600400,3652,2492,0.6823658269441402
17031600600,2369,1598,0.6745462220346138
17031600700,2250,1522,0.6764444444444444
17031600900,3020,1730,0.5728476821192053
17031610300,4275,3364,0.7869005847953217
17031610400,1315,1127,0.8570342205323194
17031610800,1305,753,0.5770114942528736
17031611000,710,611,0.8605633802816901
17031611100,1807,1554,0.8599889319313779
17031611200,1869,1586,0.8485821294810059
17031611300,1979,1547,0.7817079332996463
17031611400,2660,2246,0.8443609022556391
17031611500,2467,1925,0.7802999594649371
17031611600,1282,940,0.733229329173167
17031611700,1009,769,0.7621407333994054
17031611800,1911,1580,0.826792255363684
17031611900,1364,1101,0.8071847507331378
17031612000,1097,842,0.7675478577939836
17031612100,806,624,0.7741935483870968
17031620100,3757,2596,0.6909768432259782
17031620200,2062,1142,0.553831231813773
17031620300,5883,3796,0.6452490226075132
17031620400,3609,2321,0.6431144361318925
17031630100,765,514,0.6718954248366014
17031630200,1538,1194,0.776332899869961
17031630300,4102,3069,0.7481716235982447
17031630400,5179,4011,0.7744738366480015
17031630500,4755,3520,0.7402733964248159
17031630800,5222,3682,0.7050938337801609
17031630900,3813,2759,0.7235772357723578
17031640100,1227,632,0.515077424612877
17031640300,5495,2483,0.4518653321201092
17031640400,3108,1669,0.537001287001287
17031640500,2977,1229,0.4128317097749412
17031640600,3522,2155,0.6118682566723452
17031640700,2445,1461,0.5975460122699386
17031640800,1402,815,0.5813124108416547
17031650100,3504,2424,0.6917808219178082
17031650200,5846,3561,0.6091344509066028
17031650301,4270,2639,0.6180327868852459
17031650302,3201,2023,0.6319900031240238
17031650400,5224,3489,0.6678790199081164
17031650500,3388,1899,0.5605076741440378
17031660301,1199,1015,0.8465387823185988
17031660302,4031,3179,0.7886380550731829
17031660400,4546,3210,0.7061152661680599
17031660500,3721,2799,0.7522171459285139
17031660600,4949,3647,0.7369165487977369
17031660700,1791,1428,0.7973199329983249
17031660800,3878,2798,0.7215059308922125
17031660900,3361,2611,0.7768521273430526
17031661000,4167,2885,0.6923446124310055
17031661100,4818,3260,0.6766293067662931
17031670100,894,633,0.7080536912751678
17031670200,612,421,0.6879084967320261
17031670300,916,735,0.8024017467248908
17031670400,1436,1110,0.7729805013927576
17031670500,920,733,0.7967391304347826
17031670600,1004,808,0.8047808764940239
17031670700,887,689,0.7767756482525366
17031670800,1089,805,0.7392102846648301
17031670900,1261,915,0.725614591593973
17031671100,747,574,0.7684069611780455
17031671200,734,655,0.8923705722070845
17031671300,1613,1251,0.7755734655920645
17031671400,1503,1234,0.8210246174318031
17031671500,2173,1750,0.8053382420616659
17031671600,1714,1372,0.8004667444574096
17031671800,973,729,0.7492291880781089
17031671900,869,675,0.7767548906789413
17031672000,3136,2127,0.6782525510204082
17031680500,1063,939,0.883349012229539
17031680600,1198,1033,0.8622704507512521
17031680900,2362,1945,0.823454699407282
17031681000,2573,2030,0.7889623008161679
17031681100,2392,1943,0.8122909698996655
17031681200,1843,1432,0.7769940314704287
17031681300,1631,1314,0.8056407112201104
17031681400,2116,1549,0.7320415879017014
17031690300,1820,1449,0.7961538461538461
17031690400,3077,2265,0.7361065973350667
17031690500,638,469,0.7351097178683386
17031690900,3944,2746,0.6962474645030426
17031691000,2166,1152,0.5318559556786704
17031691100,2567,1960,0.7635372029606544
17031691200,2488,1921,0.7721061093247589
17031691300,2114,1395,0.6598864711447493
17031691400,2530,1926,0.7612648221343874
17031691500,1518,1115,0.7345191040843215
17031700100,2483,1148,0.46234393878372937
17031700200,4964,2994,0.6031426269137792
17031700301,4653,2692,0.5785514721684935
17031700302,4374,2290,0.5235482395976223
17031700401,4844,2669,0.550990916597853
17031700402,3327,1824,0.5482416591523895
17031700501,6420,3436,0.535202492211838
17031700502,2757,1370,0.4969169387014871
17031710100,1002,824,0.8223552894211577
17031710200,3785,2861,0.7558784676354029
17031710300,1058,817,0.7722117202268431
17031710400,4317,3059,0.7085939309705814
17031710500,3266,2305,0.7057562767911819
17031710600,1402,1042,0.7432239657631954
17031710700,2424,1598,0.6592409240924092
17031710800,3985,2427,0.6090338770388959
17031710900,1817,1461,0.8040726472206935
17031711000,2658,1971,0.7415349887133182
17031711100,2090,1321,0.6320574162679425
17031711200,4291,2705,0.630389186669774
17031711300,1518,1089,0.717391304347826
17031711400,1967,1440,0.7320793085917641
17031711500,1986,1437,0.7235649546827795
17031720100,2745,984,0.3584699453551913
17031720200,3401,1400,0.4116436342252279
17031720300,3268,1335,0.40850673194614445
17031720400,1547,570,0.3684550743374273
17031720500,1756,548,0.3120728929384966
17031720600,1370,530,0.38686131386861317
17031720700,2646,1081,0.40854119425547997
17031730100,2162,1270,0.5874190564292322
17031730201,5078,3259,0.6417881055533675
17031730202,3025,1890,0.6247933884297521
17031730300,931,571,0.6133190118152524
17031730400,3445,1998,0.5799709724238026
17031730500,3577,2310,0.6457925636007827
17031730600,2662,1659,0.6232156273478587
17031730700,1869,1247,0.6672017121455324
17031740100,2426,870,0.3586150041220115
17031740200,5346,2605,0.4872802095024317
17031740300,3684,1326,0.35993485342019543
17031740400,3664,1589,0.43367903930131
17031750100,3505,2167,0.6182596291012838
17031750200,2612,1067,0.40849923430321594
17031750300,1917,752,0.3922796035472092
17031750400,2731,1093,0.40021969974368365
17031750500,5109,3010,0.5891563906831082
17031750600,2819,1838,0.6520042568286627
17031760801,3494,1693,0.48454493417286776
17031760802,2182,1060,0.4857928505957837
17031760803,5192,2493,0.4801617873651772
17031770201,4829,2027,0.41975564299026713
17031770202,4107,1847,0.4497199902605308
17031770300,5931,2418,0.4076884167931209
17031770400,4049,2120,0.5235860706347246
17031770500,2714,1630,0.6005895357406043
17031770601,2810,1664,0.592170818505338
17031770602,4214,2515,0.5968201233981965
17031770700,2219,1045,0.4709328526363227
17031770800,4782,2574,0.5382685069008782
17031770901,4703,2475,0.5262598341484159
17031770902,3124,1542,0.49359795134443024
17031800100,1909,736,0.3855421686746988
17031800200,4766,1523,0.319555182543013
17031800300,2573,1032,0.4010882238631947
17031800400,2691,1137,0.42251950947603123
17031800500,3693,1624,0.4397508800433252
17031800600,1866,879,0.47106109324758844
17031800700,3652,1496,0.40963855421686746
17031800800,1788,483,0.2701342281879195
17031800900,3522,1373,0.3898353208404316
17031801000,3821,1471,0.384977754514525
17031801100,3332,1215,0.36464585834333735
17031801200,2783,1211,0.4351419331656486
17031801300,3466,1293,0.3730525100980958
17031801400,2287,944,0.41276781810231744
17031801500,5144,2510,0.4879471228615863
17031801601,3884,1735,0.44670442842430486
17031801603,3237,1884,0.5820203892493049
17031801605,4587,1678,0.3658164377588838
17031801606,4997,1872,0.37462477486491896
